song,artist,total_reentries,average_gap_days,longest_gap_days,best_reentry_position,average_reentry_position,highest_momentum_score,average_momentum_score,normalized_frequency,chart_strength,fandom_intensity_score,fandom_category,reentry_strength,sustainability_score
The Planet,BTS,3,7.333333333333333,12.0,42,44.0,0.002362204724409449,0.0017585301837270341,0.0967741935483871,0.14,0.08123723647447295,Low,0.18,0.07994249005164678
Seven (feat. Latto) (Band Ver.),Jung Kook & Latto,3,3.6666666666666665,5.0,34,44.0,0.003346456692913386,0.001272965879265092,0.0967741935483871,0.14,0.08109156718313436,Low,0.34,0.07978468165269664
Dangerously,Charlie Puth,4,5.25,11.0,44,46.0,0.003031496062992126,0.001141732283464567,0.12903225806451613,0.1,0.08195542291084582,Low,0.14,0.07803235331470662
Haegeum,Agust D,5,3.4,4.0,45,47.8,0.0006299212598425197,0.0004015748031496063,0.16129032258064516,0.06400000000000006,0.08383660147320297,Low,0.12,0.07738212471424945
NEMONEMO,YENA,5,3.2,6.0,44,47.8,0.0005511811023622047,0.0003622047244094488,0.16129032258064516,0.06400000000000006,0.08382479044958092,Low,0.14,0.0773693294386589
Lovely Touch,Lim Young Woong,5,32.0,138.0,44,48.0,0.010866141732283466,0.002897637795275591,0.16129032258064516,0.06,0.08338542037084075,Low,0.14,0.07689334518669037
Rockstar,LISA,1,2.0,2.0,41,41.0,0.0007874015748031496,0.0007874015748031496,0.03225806451612903,0.2,0.07313944627889256,Low,0.2,0.07654622809245619
Bling-Bang-Bang-Born,Creepy Nuts,4,6.75,21.0,42,46.25,0.0024803149606299215,0.0009350393700787403,0.12903225806451613,0.095,0.08039341503683006,Low,0.18,0.07634017811785623
Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,5,15.2,64.0,46,48.2,0.010078740157480314,0.0022519685039370076,0.16129032258064516,0.055999999999999946,0.08199171958343915,Low,0.1,0.0753835026670053
Sweet Night,V,2,3.0,4.0,39,43.0,0.0018897637795275589,0.0011023622047244093,0.06451612903225806,0.16,0.07413716027432055,Low,0.24,0.07493891287782575
Rainy Days,V,4,5.5,10.0,44,46.5,0.002204724409448819,0.0008464566929133858,0.12903225806451613,0.09,0.07886684023368047,Low,0.14,0.0746863887477775
Teddy Bear,STAYC,4,2.5,3.0,45,46.5,0.0005905511811023622,0.00044291338582677165,0.12903225806451613,0.09,0.07874577724155449,Low,0.12,0.07455523717297435
Blue,V,4,15.25,54.0,43,46.75,0.010629921259842521,0.00297244094488189,0.12903225806451613,0.085,0.07800463550927102,Low,0.16,0.07375233362966727
Come back to me,RM,1,10.0,10.0,42,42.0,0.003543307086614173,0.003543307086614173,0.03225806451612903,0.18,0.06796621793243586,Low,0.18,0.07094189738379476
Last Christmas - Single Version,Wham!,1,4.0,4.0,42,42.0,0.0014173228346456691,0.0014173228346456691,0.03225806451612903,0.18,0.06732842265684531,Low,0.18,0.070250952501905
FLOWER,JISOO,3,9.0,23.0,44,45.666666666666664,0.005433070866141732,0.002073490813648294,0.0967741935483871,0.10666666666666672,0.07133172466344934,Low,0.14,0.06921151892303787
アイドル,YOASOBI,3,9.0,19.0,44,45.666666666666664,0.0022440944881889765,0.0014435695538057743,0.0967741935483871,0.10666666666666672,0.07114274828549659,Low,0.14,0.06900679451358904
"Angel Pt. 2 (feat. Jimin of BTS, Charlie Puth and Muni Long)",Fast & Furious: The Fast Saga & Jimin & BTS,3,26.333333333333332,71.0,44,46.333333333333336,0.01956692913385827,0.0068241469816272965,0.0967741935483871,0.09333333333333328,0.06875692151384301,Low,0.14,0.06642214884429767
"무제(無題) (Untitled, 2014)",G-DRAGON,1,22.0,22.0,43,43.0,0.006929133858267717,0.006929133858267717,0.03225806451612903,0.16,0.06298196596393192,Low,0.16,0.06554229108458216
Sugarcoat (NATTY Solo),KISS OF LIFE,3,3.0,4.0,44,46.333333333333336,0.0007874015748031496,0.0005249343832020997,0.0967741935483871,0.09333333333333328,0.06686715773431545,Low,0.14,0.06437490474980949
Little Light,DOYOUNG,1,3.0,3.0,43,43.0,0.0009448818897637795,0.0009448818897637795,0.03225806451612903,0.16,0.061186690373380745,Low,0.16,0.06359740919481839
HERO,Lim Young Woong,4,3.5,6.0,46,48.25,0.0003937007874015748,0.0002952755905511811,0.12903225806451613,0.055,0.06820148590297181,Low,0.1,0.06313225488950977
CARNIVAL,¥$ & Kanye West & Ty Dolla $ign,3,7.333333333333333,13.0,42,46.666666666666664,0.002480314960629921,0.0010761154855643044,0.0967741935483871,0.08666666666666671,0.06503251206502414,Low,0.18,0.06238737194141056
Spring Snow,10CM,3,3.0,4.0,44,46.666666666666664,0.0005905511811023622,0.0004330708661417323,0.0967741935483871,0.08666666666666671,0.06483959867919736,Low,0.14,0.06217838244009822
wherever u r (ft. V of BTS),UMI & V,2,4.0,6.0,41,45.0,0.002362204724409449,0.0012598425196850393,0.06451612903225806,0.12,0.06218440436880874,Low,0.2,0.061990093980187955
Like Crazy (Instrumental),Jimin,2,4.0,6.0,41,45.0,0.002362204724409449,0.0012598425196850393,0.06451612903225806,0.12,0.06218440436880874,Low,0.2,0.061990093980187955
For Us,V,1,52.0,52.0,44,44.0,0.014330708661417325,0.014330708661417325,0.03225806451612903,0.14,0.05920243840487681,Low,0.14,0.061447802895605794
Dance The Night (From Barbie The Album),Dua Lipa,3,18.333333333333332,47.0,45,47.0,0.011102362204724409,0.004120734908136483,0.0967741935483871,0.08,0.06394589789179579,Low,0.12,0.06121020658707983
SOS,KANGDANIEL,3,4.0,8.0,45,47.0,0.0006299212598425197,0.0004724409448818897,0.0967741935483871,0.08,0.06285140970281941,Low,0.12,0.060024511049022095
MANIAC,VIVIZ,4,5.0,11.0,48,48.75,0.0005905511811023622,0.00035433070866141734,0.12903225806451613,0.045,0.06521920243840489,Low,0.06,0.05990144780289561
Broken Melodies,NCT DREAM,1,20.0,20.0,44,44.0,0.005511811023622048,0.005511811023622048,0.03225806451612903,0.14,0.05655676911353823,Low,0.14,0.058581661163322335
I Don’t Think That I Like Her,Charlie Puth,4,7.5,18.0,48,49.0,0.0014173228346456694,0.0005905511811023622,0.12903225806451613,0.04,0.06379006858013717,Low,0.06,0.05835321945643891
Cupid - Twin Ver.,FIFTY FIFTY,3,6.333333333333333,11.0,43,47.333333333333336,0.0009448818897637795,0.0005905511811023622,0.0967741935483871,0.07333333333333329,0.06088684277368554,Low,0.16,0.05789623020912707
Candy (Feat. Zion.T),Jay Park,3,3.6666666666666665,4.0,45,47.333333333333336,0.0009448818897637794,0.0005249343832020996,0.0967741935483871,0.07333333333333329,0.06086715773431546,Low,0.12,0.05787490474980948
Kill Bill,SZA,3,2.6666666666666665,4.0,46,47.333333333333336,0.0006299212598425197,0.0003937007874015748,0.0967741935483871,0.07333333333333329,0.060827787655575304,Low,0.1,0.05783225383117432
Christmas Tree,V,1,9.0,9.0,44,44.0,0.0024803149606299215,0.0024803149606299215,0.03225806451612903,0.14,0.05564732029464059,Low,0.14,0.05759642494284989
Chk Chk Boom,Stray Kids,1,4.0,4.0,44,44.0,0.0011023622047244095,0.0011023622047244095,0.03225806451612903,0.14,0.055233934467868936,Low,0.14,0.0571485902971806
"Steal The Show - From ""Elemental""",Lauv,1,3.0,3.0,44,44.0,0.0008267716535433072,0.0008267716535433072,0.03225806451612903,0.14,0.055151257302514606,Low,0.14,0.05705902336804674
Discord,QWER,1,3.0,3.0,44,44.0,0.0008267716535433072,0.0008267716535433072,0.03225806451612903,0.14,0.055151257302514606,Low,0.14,0.05705902336804674
Still With You,Jung Kook,1,3.0,3.0,44,44.0,0.0008267716535433072,0.0008267716535433072,0.03225806451612903,0.14,0.055151257302514606,Low,0.14,0.05705902336804674
Swan Song,LE SSERAFIM,1,2.0,2.0,44,44.0,0.0005511811023622047,0.0005511811023622047,0.03225806451612903,0.14,0.055068580137160275,Low,0.14,0.05696945643891288
예뻤어,DAY6,1,2.0,2.0,44,44.0,0.0005511811023622047,0.0005511811023622047,0.03225806451612903,0.14,0.055068580137160275,Low,0.14,0.05696945643891288
ABCD,NAYEON,1,2.0,2.0,44,44.0,0.0005511811023622047,0.0005511811023622047,0.03225806451612903,0.14,0.055068580137160275,Low,0.14,0.05696945643891288
Loving You,Lim Young Woong,3,5.333333333333333,12.0,46,47.666666666666664,0.002362204724409449,0.0009186351706036745,0.0967741935483871,0.06666666666666671,0.05898526797053595,Low,0.1,0.05583619083904835
Klaxon,(G)I-DLE,2,3.0,3.0,45,46.0,0.0007086614173228346,0.0005905511811023622,0.06451612903225806,0.1,0.05598361696723393,Low,0.12,0.05527257429514859
Don't Look Back in Anger - Remastered,Oasis,2,2.0,2.0,45,46.0,0.0004724409448818897,0.0003937007874015748,0.06451612903225806,0.1,0.05592456184912369,Low,0.12,0.05520859791719584
Taste,Sabrina Carpenter,3,3.6666666666666665,4.0,47,48.0,0.0006299212598425197,0.00045931758530183726,0.0967741935483871,0.06,0.056847472694945396,Low,0.08,0.05352024595715858
"How can I love the heartbreak, you're the one I love",AKMU,2,2.0,2.0,44,46.5,0.0005511811023622047,0.00035433070866141734,0.06451612903225806,0.09,0.05291275082550165,Low,0.14,0.05194580264160528
I’ll See You There Tomorrow,TOMORROW X TOGETHER,1,3.0,3.0,45,45.0,0.0007086614173228346,0.0007086614173228346,0.03225806451612903,0.12,0.04911582423164846,Low,0.12,0.05052063754127508
Don't Look Back In Anger - Remastered,Oasis,1,2.0,2.0,45,45.0,0.0004724409448818897,0.0004724409448818897,0.03225806451612903,0.12,0.04904495808991618,Low,0.12,0.050443865887731774
CRAZY,LE SSERAFIM,1,2.0,2.0,45,45.0,0.0004724409448818897,0.0004724409448818897,0.03225806451612903,0.12,0.04904495808991618,Low,0.12,0.050443865887731774
MEOW,MEOVV,1,2.0,2.0,45,45.0,0.0004724409448818897,0.0004724409448818897,0.03225806451612903,0.12,0.04904495808991618,Low,0.12,0.050443865887731774
Pump Up The Volume!,PLAVE,2,17.5,33.0,47,47.0,0.0051968503937007875,0.0027559055118110236,0.06451612903225806,0.08,0.050633223266446536,Low,0.08,0.04947631445262891
LOVE DIVE,IVE,3,10.0,21.0,48,48.666666666666664,0.0024803149606299215,0.0010629921259842521,0.0967741935483871,0.04666666666666672,0.053028575057150126,Low,0.06,0.049383106849547054
CROOKED,G-DRAGON,2,10.5,17.0,47,47.0,0.002677165354330709,0.0016535433070866143,0.06451612903225806,0.08,0.050302514605029214,Low,0.08,0.049118046736093476
My Starry Love,Lim Young Woong,3,11.333333333333334,21.0,48,49.0,0.0008267716535433072,0.0006824146981627297,0.0967741935483871,0.04,0.050914401828803656,Low,0.06,0.04709275251883838
Saturn,SZA,2,4.5,7.0,46,47.5,0.0005511811023622047,0.00047244094488188977,0.06451612903225806,0.07,0.0469481838963678,Low,0.1,0.045484188468376936
Baddie,IVE,3,14.0,18.0,49,49.333333333333336,0.0012598425196850393,0.0008661417322834646,0.0967741935483871,0.033333333333333284,0.04896951993903986,Low,0.04,0.04498579713826093
CHIHIRO,Billie Eilish,1,4.0,4.0,46,46.0,0.0007874015748031496,0.0007874015748031496,0.03225806451612903,0.1,0.04313944627889255,Low,0.1,0.04404622809245618
K-POP,Travis Scott & Bad Bunny & The Weeknd,1,3.0,3.0,46,46.0,0.0005905511811023622,0.0005905511811023622,0.03225806451612903,0.1,0.04308039116078232,Low,0.1,0.04398225171450343
Spicy,aespa,1,3.0,3.0,46,46.0,0.0005905511811023622,0.0005905511811023622,0.03225806451612903,0.1,0.04308039116078232,Low,0.1,0.04398225171450343
No Tomorrow - Spotify Singles,Various Artists,1,2.0,2.0,46,46.0,0.0003937007874015748,0.0003937007874015748,0.03225806451612903,0.1,0.04302133604267208,Low,0.1,0.043918275336550676
Like That,Future & Metro Boomin,1,2.0,2.0,46,46.0,0.0003937007874015748,0.0003937007874015748,0.03225806451612903,0.1,0.04302133604267208,Low,0.1,0.043918275336550676
Elevator,Lim Young Woong,3,6.666666666666667,16.0,49,49.666666666666664,0.0006299212598425197,0.0002887139107611548,0.0967741935483871,0.026666666666666713,0.0467962915925832,Low,0.04,0.04263146642959954
Love Station,Lim Young Woong,3,5.666666666666667,12.0,49,49.666666666666664,0.00047244094488188977,0.00024934383202099736,0.0967741935483871,0.026666666666666713,0.04678448056896115,Low,0.04,0.04261867115400899
vampire,Olivia Rodrigo,2,3.0,3.0,48,48.0,0.0003543307086614173,0.0003543307086614173,0.06451612903225806,0.06,0.04391275082550165,Low,0.06,0.04219580264160528
Super,SEVENTEEN,2,3.0,3.0,47,48.0,0.00047244094488188977,0.00035433070866141734,0.06451612903225806,0.06,0.04391275082550165,Low,0.08,0.04219580264160528
Lovin On Me,Jack Harlow,2,2.5,3.0,47,48.0,0.00031496062992125983,0.00027559055118110237,0.06451612903225806,0.06,0.043889128778257555,Low,0.08,0.04217021209042418
WAY 4 LUV,PLAVE,1,55.0,55.0,47,47.0,0.008661417322834646,0.008661417322834646,0.03225806451612903,0.08,0.039501651003302,Low,0.08,0.04010528321056642
GODS,League of Legends & NewJeans,2,4.5,6.0,48,48.5,0.00047244094488188977,0.0004133858267716535,0.06451612903225806,0.05,0.04093046736093472,Low,0.06,0.03896499555499111
Touch,KATSEYE,2,3.0,4.0,47,48.5,0.00031496062992125983,0.00023622047244094486,0.06451612903225806,0.05,0.0408773177546355,Low,0.08,0.03890741681483363
Mars,D.O.,1,6.0,6.0,47,47.0,0.0009448818897637795,0.0009448818897637795,0.03225806451612903,0.08,0.037186690373380744,Low,0.08,0.03759740919481839
Bite Me,ENHYPEN,1,4.0,4.0,47,47.0,0.0006299212598425197,0.0006299212598425197,0.03225806451612903,0.08,0.037092202184404365,Low,0.08,0.037495046990093976
bye,Ariana Grande,1,2.0,2.0,47,47.0,0.00031496062992125983,0.00031496062992125983,0.03225806451612903,0.08,0.03699771399542799,Low,0.08,0.03739268478536957
I will come to you,Jin,1,2.0,2.0,47,47.0,0.00031496062992125983,0.00031496062992125983,0.03225806451612903,0.08,0.03699771399542799,Low,0.08,0.03739268478536957
Intro: Singularity,BTS,2,3.5,4.0,49,49.0,0.00031496062992125983,0.00027559055118110237,0.06451612903225806,0.04,0.03788912877825756,Low,0.04,0.03567021209042418
In Bloom,ZEROBASEONE,2,3.0,3.0,48,49.0,0.0003543307086614173,0.00023622047244094486,0.06451612903225806,0.04,0.03787731775463551,Low,0.06,0.03565741681483363
Drowning,WOODZ,2,2.5,3.0,49,49.0,0.00023622047244094488,0.0001968503937007874,0.06451612903225806,0.04,0.037865506731013465,Low,0.04,0.03564462153924308
Queencard,(G)I-DLE,2,9.0,13.0,49,49.5,0.0005118110236220473,0.00045275590551181104,0.06451612903225806,0.03,0.03494227838455677,Low,0.04,0.032477790830581665
Midas Touch,KISS OF LIFE,2,5.0,8.0,49,49.5,0.00031496062992125983,0.00023622047244094486,0.06451612903225806,0.03,0.034877317754635505,Low,0.04,0.032407416814833626
Kitsch,IVE,2,2.0,2.0,49,49.5,0.00015748031496062991,0.00011811023622047243,0.06451612903225806,0.03,0.034841884683769364,Low,0.04,0.03236903098806197
Love You With All My Heart,Crush,1,6.0,6.0,48,48.0,0.0007086614173228346,0.0007086614173228346,0.03225806451612903,0.06,0.031115824231648465,Low,0.06,0.03102063754127508
Cool With You,NewJeans,1,4.0,4.0,48,48.0,0.0004724409448818897,0.0004724409448818897,0.03225806451612903,0.06,0.03104495808991618,Low,0.06,0.030943865887731774
Click Like (Prod. Crush) (Feat. Paul Blanco),Various Artists,1,4.0,4.0,48,48.0,0.0004724409448818897,0.0004724409448818897,0.03225806451612903,0.06,0.03104495808991618,Low,0.06,0.030943865887731774
Steady,NCT WISH,1,3.0,3.0,48,48.0,0.0003543307086614173,0.0003543307086614173,0.03225806451612903,0.06,0.03100952501905004,Low,0.06,0.03090548006096012
Dare to Love (feat. BIG Naughty),B.I,1,3.0,3.0,48,48.0,0.0003543307086614173,0.0003543307086614173,0.03225806451612903,0.06,0.03100952501905004,Low,0.06,0.03090548006096012
Super Lady,(G)I-DLE,1,3.0,3.0,48,48.0,0.0003543307086614173,0.0003543307086614173,0.03225806451612903,0.06,0.03100952501905004,Low,0.06,0.03090548006096012
Trust in me,Lim Young Woong,1,2.0,2.0,48,48.0,0.00023622047244094486,0.00023622047244094486,0.03225806451612903,0.06,0.030974091948183898,Low,0.06,0.03086709423418847
Big Dawgs,Hanumankind & Kalmi,1,2.0,2.0,48,48.0,0.00023622047244094486,0.00023622047244094486,0.03225806451612903,0.06,0.030974091948183898,Low,0.06,0.03086709423418847
Pleasure Shop,KEY,1,2.0,2.0,48,48.0,0.00023622047244094486,0.00023622047244094486,0.03225806451612903,0.06,0.030974091948183898,Low,0.06,0.03086709423418847
Vancouver,BIG Naughty,2,51.5,101.0,50,50.0,0.003976377952755906,0.0020275590551181106,0.06451612903225806,0.02,0.03241471932943866,Low,0.02,0.029739601854203712
Better Things,aespa,2,9.5,16.0,50,50.0,0.0006299212598425197,0.00037401574803149607,0.06451612903225806,0.02,0.031918656337312674,Low,0.02,0.029202200279400556
Fortnight (feat. Post Malone),Taylor Swift,2,3.0,4.0,50,50.0,0.00015748031496062991,0.00011811023622047243,0.06451612903225806,0.02,0.03184188468376937,Low,0.02,0.029119030988061977
Love Me Like This,NMIXX,2,2.5,3.0,50,50.0,0.00011811023622047244,9.84251968503937e-05,0.06451612903225806,0.02,0.031835979171958344,Low,0.02,0.029112633350266703
Slow Dancing (Piano Ver.),V,1,54.0,54.0,49,49.0,0.0042519685039370085,0.0042519685039370085,0.03225806451612903,0.04,0.026178816357632716,Low,0.04,0.02567221234442469
Stay Alive (Prod. SUGA of BTS),Jung Kook,1,25.0,25.0,49,49.0,0.001968503937007874,0.001968503937007874,0.03225806451612903,0.04,0.02549377698755398,Low,0.04,0.024930086360172722
Impossible,RIIZE,1,24.0,24.0,49,49.0,0.001889763779527559,0.001889763779527559,0.03225806451612903,0.04,0.025470154940309884,Low,0.04,0.02490449580899162
ANTIFRAGILE,LE SSERAFIM,1,13.0,13.0,49,49.0,0.0010236220472440946,0.0010236220472440946,0.03225806451612903,0.04,0.025210312420624843,Low,0.04,0.024622999745999494
Take Two,BTS,1,6.0,6.0,49,49.0,0.00047244094488188977,0.00047244094488188977,0.03225806451612903,0.04,0.02504495808991618,Low,0.04,0.024443865887731776
Nice Guy,BOYNEXTDOOR,1,5.0,5.0,49,49.0,0.0003937007874015748,0.0003937007874015748,0.03225806451612903,0.04,0.025021336042672086,Low,0.04,0.024418275336550672
Why?,PLAVE,1,5.0,5.0,49,49.0,0.0003937007874015748,0.0003937007874015748,0.03225806451612903,0.04,0.025021336042672086,Low,0.04,0.024418275336550672
Fighting (Feat. Lee Young Ji),BSS,1,4.0,4.0,49,49.0,0.00031496062992125983,0.00031496062992125983,0.03225806451612903,0.04,0.02499771399542799,Low,0.04,0.024392684785369573
MAESTRO,SEVENTEEN,1,4.0,4.0,49,49.0,0.00031496062992125983,0.00031496062992125983,0.03225806451612903,0.04,0.02499771399542799,Low,0.04,0.024392684785369573
But Sometimes,BOYNEXTDOOR,1,4.0,4.0,49,49.0,0.00031496062992125983,0.00031496062992125983,0.03225806451612903,0.04,0.02499771399542799,Low,0.04,0.024392684785369573
NIGHT DANCER - BIG Naughty Remix,imase & BIG Naughty,1,11.0,11.0,50,50.0,0.0004330708661417323,0.0004330708661417323,0.03225806451612903,0.02,0.019033147066294134,Low,0.02,0.017931070612141227
Baggy Jeans,NCT,1,7.0,7.0,50,50.0,0.00027559055118110237,0.00027559055118110237,0.03225806451612903,0.02,0.018985902971805944,Low,0.02,0.01787988950977902
Fact Check,NCT 127,1,6.0,6.0,50,50.0,0.00023622047244094488,0.00023622047244094488,0.03225806451612903,0.02,0.018974091948183898,Low,0.02,0.017867094234188467
Cupid,FIFTY FIFTY,1,5.0,5.0,50,50.0,0.0001968503937007874,0.0001968503937007874,0.03225806451612903,0.02,0.01896228092456185,Low,0.02,0.017854298958597917
3D (feat. Jack Harlow) (Instrumental),Jung Kook & Jack Harlow,1,4.0,4.0,50,50.0,0.00015748031496062991,0.00015748031496062991,0.03225806451612903,0.02,0.018950469900939803,Low,0.02,0.017841503683007368
I Had Some Help (Feat. Morgan Wallen),Post Malone & Morgan Wallen,1,4.0,4.0,50,50.0,0.00015748031496062991,0.00015748031496062991,0.03225806451612903,0.02,0.018950469900939803,Low,0.02,0.017841503683007368
SHEESH,BABYMONSTER,1,4.0,4.0,50,50.0,0.00015748031496062991,0.00015748031496062991,0.03225806451612903,0.02,0.018950469900939803,Low,0.02,0.017841503683007368
Tick-Tack,ILLIT,1,3.0,3.0,50,50.0,0.00011811023622047244,0.00011811023622047244,0.03225806451612903,0.02,0.018938658877317754,Low,0.02,0.017828708407416814
Girls Never Die,tripleS,1,3.0,3.0,50,50.0,0.00011811023622047244,0.00011811023622047244,0.03225806451612903,0.02,0.018938658877317754,Low,0.02,0.017828708407416814
euphoria,Kendrick Lamar,1,2.0,2.0,50,50.0,7.874015748031496e-05,7.874015748031496e-05,0.03225806451612903,0.02,0.018926847853695708,Low,0.02,0.017815913131826264
greedy,Tate McRae,1,2.0,2.0,50,50.0,7.874015748031496e-05,7.874015748031496e-05,0.03225806451612903,0.02,0.018926847853695708,Low,0.02,0.017815913131826264
Love Lee,AKMU,1,2.0,2.0,50,50.0,7.874015748031496e-05,7.874015748031496e-05,0.03225806451612903,0.02,0.018926847853695708,Low,0.02,0.017815913131826264
Thirsty,aespa,1,2.0,2.0,50,50.0,7.874015748031496e-05,7.874015748031496e-05,0.03225806451612903,0.02,0.018926847853695708,Low,0.02,0.017815913131826264
