song,artist,chart_appearance_days,best_chart_position,average_chart_position,average_popularity,total_chart_rows,album_type,is_explicit,album_cover_url,chart_presence_rate
How Sweet (Instrumental),NewJeans,5,13,25.4,60.8,5,single,False,https://i.scdn.co/image/ab67616d0000b273b657fbb27b17e7bd4691c2b2,0.009009009009009009
Young Man,HYUKOH & 落日飛車 Sunset Rollercoaster,9,13,33.333333333333336,47.888888888888886,9,single,False,https://i.scdn.co/image/ab67616d0000b273256f32745141a9c436bf8be5,0.016216216216216217
Snowman,Sia,10,14,30.0,94.0,10,album,False,https://i.scdn.co/image/ab67616d0000b273d1410c1372fab1e516328fa8,0.018018018018018018
wherever u r (ft. V of BTS),UMI & V,70,14,28.257142857142856,86.1,70,single,False,https://i.scdn.co/image/ab67616d0000b27348bcaf5d476b6cb7c6277a7d,0.12612612612612611
Drama,aespa,223,14,29.713004484304932,84.21973094170404,223,album,False,https://i.scdn.co/image/ab67616d0000b273c54e39f2ae0dd10731f93c08,0.4018018018018018
Igloo,KISS OF LIFE,33,14,21.96969696969697,76.75757575757575,33,single,False,https://i.scdn.co/image/ab67616d0000b27315175a3af8eb08dbc8c77a31,0.05945945945945946
MAESTRO,SEVENTEEN,13,14,33.23076923076923,76.6923076923077,13,album,False,https://i.scdn.co/image/ab67616d0000b2736c498180e56f57e7d7bcdb86,0.023423423423423424
People Pt.2 (feat. IU),Agust D,144,14,25.243055555555557,76.61111111111111,144,album,False,https://i.scdn.co/image/ab67616d0000b273fa9247b68471b82d2125651e,0.2594594594594595
"Yes or No (Feat. 허윤진 of LE SSERAFIM, Crush)",GroovyRoom & HUH YUNJIN,53,14,29.50943396226415,73.28301886792453,53,single,False,https://i.scdn.co/image/ab67616d0000b273ac0c2f69fceb64ff0abeb4b5,0.09549549549549549
踊り子,Vaundy,85,14,33.61176470588235,70.50588235294117,85,album,False,https://i.scdn.co/image/ab67616d0000b2738d88fae79a837318aadcc056,0.15315315315315314
Girls Never Die,tripleS,46,14,29.130434782608695,68.45652173913044,46,album,False,https://i.scdn.co/image/ab67616d0000b273c55d34ae350a6aec5652473f,0.08288288288288288
Rainbow,Lim Young Woong,404,14,35.289603960396036,58.91831683168317,404,album,False,https://i.scdn.co/image/ab67616d0000b2738f116e476da669a9a3e7dcaa,0.7279279279279279
JEALOUSYVALHALLA,YANGHONGWON,6,14,32.333333333333336,44.333333333333336,6,album,False,https://i.scdn.co/image/ab67616d0000b273e6afcaf89f82b98a86815f01,0.010810810810810811
BIRDS OF A FEATHER,Billie Eilish,185,15,29.52972972972973,97.48648648648648,185,album,False,https://i.scdn.co/image/ab67616d0000b27371d62ea7ea8a5be92d3c1f62,0.3333333333333333
we can't be friends (wait for your love),Ariana Grande,59,15,28.54237288135593,93.66101694915254,59,album,False,https://i.scdn.co/image/ab67616d0000b2738b58d20f1b77295730db15b4,0.1063063063063063
Cupid,FIFTY FIFTY,52,15,26.134615384615383,87.76923076923077,52,single,False,https://i.scdn.co/image/ab67616d0000b27337c0b3670236c067c8e8bbcb,0.0936936936936937
Hype Boy,NewJeans,321,15,33.626168224299064,82.57009345794393,321,single,False,https://i.scdn.co/image/ab67616d0000b2739d28fd01859073a3ae6ea209,0.5783783783783784
Dancing In The Flames,The Weeknd,7,15,36.285714285714285,82.0,7,single,False,https://i.scdn.co/image/ab67616d0000b273f0e9b93cadbeb4d0227a59eb,0.012612612612612612
Standing Next to You (Usher Remix),Jung Kook & USHER,57,15,24.36842105263158,79.17543859649123,57,single,False,https://i.scdn.co/image/ab67616d0000b273e63b562af5fe4f5f48938556,0.10270270270270271
Swan Song,LE SSERAFIM,23,15,27.17391304347826,77.26086956521739,23,single,False,https://i.scdn.co/image/ab67616d0000b273110f5426b8c149e80804912a,0.04144144144144144
Shopper,IU,17,15,33.35294117647059,68.76470588235294,17,single,False,https://i.scdn.co/image/ab67616d0000b2735048ed32fafe7b9a50d0e410,0.03063063063063063
Set The Tone,aespa,5,15,27.6,60.8,5,album,False,https://i.scdn.co/image/ab67616d0000b273090cfa22962b115ac530674c,0.009009009009009009
Please Please Please,Sabrina Carpenter,56,16,35.285714285714285,94.75,56,single,True,https://i.scdn.co/image/ab67616d0000b273de84adf0e48248ea2d769c3e,0.1009009009009009
New Woman (feat. ROSALÍA),LISA & ROSALÍA,29,16,29.448275862068964,86.44827586206897,29,single,False,https://i.scdn.co/image/ab67616d0000b2737c451a4f06288da6edf050c1,0.05225225225225225
S-Class,Stray Kids,31,16,33.41935483870968,84.87096774193549,31,album,False,https://i.scdn.co/image/ab67616d0000b273d8025c5b4c1f01c69ebdc935,0.055855855855855854
My You,Jung Kook,30,16,33.166666666666664,84.6,30,single,False,https://i.scdn.co/image/ab67616d0000b2733c036f2042fc3567248c116d,0.05405405405405406
Touch,KATSEYE,78,16,32.08974358974359,83.56410256410257,78,single,False,https://i.scdn.co/image/ab67616d0000b2737e76c17cfbc723800452a24f,0.14054054054054055
Christmas Tree,V,72,16,33.625,83.20833333333333,72,single,False,https://i.scdn.co/image/ab67616d0000b2738764ebc69bd91a01cc3948a2,0.12972972972972974
Seven (feat. Latto) (Band Ver.),Jung Kook & Latto,10,16,33.6,74.5,10,single,False,https://i.scdn.co/image/ab67616d0000b273570b23ab8c94e857562ed8bc,0.018018018018018018
"Yes or No (Feat. HUH YUNJIN of LE SSERAFIM, Crush)",GroovyRoom,13,16,22.76923076923077,64.76923076923077,13,single,False,https://i.scdn.co/image/ab67616d0000b273ac0c2f69fceb64ff0abeb4b5,0.023423423423423424
Who (Rock Remix),Jimin,101,16,35.118811881188115,64.32673267326733,101,album,False,https://i.scdn.co/image/ab67616d0000b273f150d9f2e5e8148e5032fd7d,0.18198198198198198
"Our Blues, Our Life",Lim Young Woong,362,16,37.00828729281768,59.04419889502763,362,album,False,https://i.scdn.co/image/ab67616d0000b2738f116e476da669a9a3e7dcaa,0.6522522522522523
Jealousyvalhalla,YANGHONGWON,5,16,29.0,35.4,5,single,False,https://i.scdn.co/image/ab67616d0000b27361facfe52663791e0c9c4ff1,0.009009009009009009
FLOWER,JISOO,44,17,30.15909090909091,85.27272727272727,44,single,False,https://i.scdn.co/image/ab67616d0000b273f35b8a6c03cc633f734bd8ac,0.07927927927927927
Lilith (feat. SUGA of BTS) (Diablo IV Anthem),Halsey & SUGA,80,17,37.2875,83.3375,80,single,True,https://i.scdn.co/image/ab67616d0000b273f19310c007c0fad365b0542e,0.14414414414414414
Thirsty,aespa,47,17,34.40425531914894,76.85106382978724,47,single,False,https://i.scdn.co/image/ab67616d0000b27304878afb19613a94d37b29ce,0.08468468468468468
Allergy,(G)I-DLE,25,17,35.44,75.48,25,single,False,https://i.scdn.co/image/ab67616d0000b27382dd2427e6d302711b1b9616,0.04504504504504504
Who (Instrumental),Jimin,90,17,38.51111111111111,62.68888888888889,90,album,False,https://i.scdn.co/image/ab67616d0000b273f150d9f2e5e8148e5032fd7d,0.16216216216216217
Seven (feat. Latto) (Alesso Remix),Jung Kook & Latto,8,17,26.625,59.5,8,single,True,https://i.scdn.co/image/ab67616d0000b2731f9db1e2f1d8705812883368,0.014414414414414415
Monet,Beenzino,8,17,36.0,49.25,8,album,True,https://i.scdn.co/image/ab67616d0000b273ec4d37775e78943aa8bfe275,0.014414414414414415
Supernatural (Instrumental),NewJeans,6,17,31.0,45.5,6,single,False,https://i.scdn.co/image/ab67616d0000b2737e1eeb0d7cc374a168369c80,0.010810810810810811
Supernova,aespa & Grimes & Flava D,1,17,17.0,0.0,1,single,False,https://i.scdn.co/image/ab67616d0000b27311b2619b6939eff2c1dc144f,0.0018018018018018018
The Planet,BTS,41,18,33.34146341463415,87.51219512195122,41,single,False,https://i.scdn.co/image/ab67616d0000b273fa552453b3762dc1dba6729f,0.07387387387387387
Underneath the Tree,Kelly Clarkson,4,18,24.25,86.0,4,album,False,https://i.scdn.co/image/ab67616d0000b273f54a315f1d2445791fe601a7,0.007207207207207207
STARS,Kanye West & Ty Dolla $ign,2,18,31.0,82.5,2,album,True,https://i.scdn.co/image/ab67616d0000b2735f4d67e6c3d62045e72d3775,0.0036036036036036037
"Smoke (Prod. Dynamicduo, Padi)",Various Artists,46,18,31.891304347826086,71.08695652173913,46,single,False,https://i.scdn.co/image/ab67616d0000b2734c0f17fbae890e66fe861b29,0.08288288288288288
Cosmic,Red Velvet,25,18,31.04,69.8,25,single,False,https://i.scdn.co/image/ab67616d0000b27364097227a67397e231047524,0.04504504504504504
God of Music,SEVENTEEN,11,18,33.18181818181818,64.0909090909091,11,album,False,https://i.scdn.co/image/ab67616d0000b273d07a54abba4f5060c2486e3c,0.01981981981981982
Who (Acoustic Remix),Jimin,97,18,35.41237113402062,63.876288659793815,97,album,False,https://i.scdn.co/image/ab67616d0000b273f150d9f2e5e8148e5032fd7d,0.17477477477477477
Fry’s Dream,AKMU,53,18,32.943396226415096,62.18867924528302,53,single,False,https://i.scdn.co/image/ab67616d0000b273417974f327c63d9e042d8387,0.09549549549549549
A bientot,Lim Young Woong,281,18,36.8220640569395,58.77224199288256,281,album,False,https://i.scdn.co/image/ab67616d0000b2738f116e476da669a9a3e7dcaa,0.5063063063063064
990 (Feat. Kim Ximya),Beenzino,5,18,29.8,46.4,5,album,True,https://i.scdn.co/image/ab67616d0000b273ec4d37775e78943aa8bfe275,0.009009009009009009
Neva Play (feat. RM of BTS),Megan Thee Stallion & RM,15,19,28.0,83.13333333333334,15,single,True,https://i.scdn.co/image/ab67616d0000b27397f8107c251479168c7d87db,0.02702702702702703
Love You With All My Heart,Crush,34,19,35.05882352941177,77.55882352941177,34,single,False,https://i.scdn.co/image/ab67616d0000b2737533b658892e7b8dcfdaecb7,0.06126126126126126
Off The Record,IVE,28,19,32.214285714285715,73.07142857142857,28,single,False,https://i.scdn.co/image/ab67616d0000b273e5cc60bec326c779d17ee76e,0.05045045045045045
The First Snow,EXO,15,19,30.266666666666666,71.33333333333333,15,single,False,https://i.scdn.co/image/ab67616d0000b273e444ada7c81e08734f0e20b9,0.02702702702702703
FIELD TRIP,¥$ & Kanye West & Ty Dolla $ign,9,19,28.88888888888889,68.88888888888889,9,album,True,https://i.scdn.co/image/ab67616d0000b273b323e81b41c797a4784abc02,0.016216216216216217
Nice Guy,BOYNEXTDOOR,20,19,34.55,66.3,20,album,False,https://i.scdn.co/image/ab67616d0000b27381909c1add057c602193daab,0.036036036036036036
"Shh.. (Feat. HYEIN, WONSUN JOE & Special Narr. Patti Kim)",IU,4,19,23.75,58.0,4,single,False,https://i.scdn.co/image/ab67616d0000b2735048ed32fafe7b9a50d0e410,0.007207207207207207
Beautiful Things,Benson Boone,85,20,28.941176470588236,93.69411764705882,85,single,False,https://i.scdn.co/image/ab67616d0000b273f2a919d3fa0f2b2593c92d19,0.15315315315315314
DASH,NMIXX,55,20,32.0,77.78181818181818,55,album,False,https://i.scdn.co/image/ab67616d0000b27381d97a31253b898bc4149195,0.0990990990990991
With you,Jimin & HA SUNG WOON,22,20,35.40909090909091,76.04545454545455,22,single,False,https://i.scdn.co/image/ab67616d0000b273d90bd8b97e49216c00e55d18,0.03963963963963964
Wife,(G)I-DLE,37,20,35.648648648648646,72.1891891891892,37,single,False,https://i.scdn.co/image/ab67616d0000b27320f991e95301877ab21155a0,0.06666666666666667
Who (Shibuyakei Remix),Jimin,89,20,39.19101123595506,63.51685393258427,89,album,False,https://i.scdn.co/image/ab67616d0000b27382601539d4a27061ad90eacb,0.16036036036036036
Who (Beautiful Mind Remix),Jimin,78,20,40.53846153846154,63.14102564102564,78,album,False,https://i.scdn.co/image/ab67616d0000b27382601539d4a27061ad90eacb,0.14054054054054055
luther (with sza),Kendrick Lamar,3,20,21.0,58.0,3,album,False,https://i.scdn.co/image/ab67616d0000b27309d6ed214f03fbb663e46531,0.005405405405405406
AK47,Men's Tear & 뷰티풀너드,24,20,33.916666666666664,50.208333333333336,24,single,False,https://i.scdn.co/image/ab67616d0000b27394d322915405d5a2ad954773,0.043243243243243246
Every Moment With You,JAESSBEE,8,20,30.75,46.0,8,single,False,https://i.scdn.co/image/ab67616d0000b273732c97e6153efc730ed4dc67,0.014414414414414415
In Bed/Makgulli,Beenzino,4,20,28.25,45.75,4,album,True,https://i.scdn.co/image/ab67616d0000b273ec4d37775e78943aa8bfe275,0.007207207207207207
Rockin' Around The Christmas Tree,Brenda Lee,4,21,26.0,98.0,4,album,False,https://i.scdn.co/image/ab67616d0000b2737845f74d6db14b400fa61cd3,0.007207207207207207
vampire,Olivia Rodrigo,38,21,39.39473684210526,96.5,38,single,True,https://i.scdn.co/image/ab67616d0000b2731e5e75dc1d878a0007cb6525,0.06846846846846846
Moonlit Floor,LISA,8,21,29.625,87.5,8,single,False,https://i.scdn.co/image/ab67616d0000b2735a039ed450d3e9a5caaf7818,0.014414414414414415
Standing Next to You (USHER Remix),Jung Kook & USHER,15,21,34.6,82.86666666666666,15,single,False,https://i.scdn.co/image/ab67616d0000b273c9912de0a8a9a44b450318e4,0.02702702702702703
Deja Vu,TOMORROW X TOGETHER,28,21,32.857142857142854,82.21428571428571,28,album,False,https://i.scdn.co/image/ab67616d0000b27303c996028737858321d2ffe0,0.05045045045045045
i wonder... (with Jung Kook of BTS),j-hope,14,21,38.0,77.42857142857143,14,single,False,https://i.scdn.co/image/ab67616d0000b273c38c67ad56a314ba5669242d,0.025225225225225224
Lucky Girl Syndrome,ILLIT,57,21,33.280701754385966,75.71929824561404,57,single,False,https://i.scdn.co/image/ab67616d0000b273f037c5fb9de6c78726cb8e2c,0.10270270270270271
Come back to me,RM,6,21,31.0,72.5,6,single,False,https://i.scdn.co/image/ab67616d0000b27331f74add453e0b95176905c3,0.010810810810810811
"Earth, Wind & Fire",BOYNEXTDOOR,25,21,34.44,70.52,25,album,False,https://i.scdn.co/image/ab67616d0000b273991e46e8843796184d9606d7,0.04504504504504504
Pierrot,LE SSERAFIM,4,21,28.75,68.25,4,single,False,https://i.scdn.co/image/ab67616d0000b273485623bc41b6760fc1bca2f4,0.007207207207207207
See that?,NMIXX,24,21,34.041666666666664,64.625,24,single,False,https://i.scdn.co/image/ab67616d0000b273c9c9aaadb2d6d3d44be06332,0.043243243243243246
Heart on the Window (with WENDY),Jin,11,21,25.181818181818183,61.45454545454545,11,single,False,https://i.scdn.co/image/ab67616d0000b2731dcf069284321bef1306d6ec,0.01981981981981982
3D (Justin Timberlake Remix),Jung Kook & Justin Timberlake,6,21,32.5,60.833333333333336,6,single,False,https://i.scdn.co/image/ab67616d0000b27322e565596578ef0adbf5eaf1,0.010810810810810811
Kill It,aespa,4,21,32.75,55.0,4,single,False,https://i.scdn.co/image/ab67616d0000b2736eb604294f8f58c9078f58b1,0.007207207207207207
THANK GOD,Travis Scott,2,21,34.0,42.0,2,album,True,https://i.scdn.co/image/ab67616d0000b273881d8d8378cd01099babcd44,0.0036036036036036037
Cruel Summer,Taylor Swift,250,22,39.82,97.404,250,album,False,https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647,0.45045045045045046
CARNIVAL,Kanye West & Ty Dolla $ign,3,22,26.0,85.66666666666667,3,album,True,https://i.scdn.co/image/ab67616d0000b2735f4d67e6c3d62045e72d3775,0.005405405405405406
Winter Bear,V,12,22,30.083333333333332,68.66666666666667,12,single,False,https://i.scdn.co/image/ab67616d0000b273fdd911dc550c527e1725dbd4,0.021621621621621623
Smoothie,NCT DREAM,11,22,32.72727272727273,67.27272727272727,11,single,False,https://i.scdn.co/image/ab67616d0000b273d005a1842f60a0242ee43be7,0.01981981981981982
Welcome to the Show,DAY6,97,22,35.07216494845361,59.68041237113402,97,album,False,https://i.scdn.co/image/ab67616d0000b2730309970945710645006b9c9e,0.17477477477477477
Letter To Myself,TAEYEON,4,22,35.0,59.0,4,single,False,https://i.scdn.co/image/ab67616d0000b273fd445ee11837be20675f313a,0.007207207207207207
SLIDE,¥$ & Kanye West & Ty Dolla $ign,3,22,32.0,47.0,3,album,True,https://i.scdn.co/image/ab67616d0000b273b323e81b41c797a4784abc02,0.005405405405405406
ENGLAND,YANGHONGWON,4,22,28.5,42.0,4,album,False,https://i.scdn.co/image/ab67616d0000b273e6afcaf89f82b98a86815f01,0.007207207207207207
Bite Me,ENHYPEN,23,23,42.869565217391305,84.91304347826087,23,single,False,https://i.scdn.co/image/ab67616d0000b2731d03b5e88cee6870778a4d27,0.04144144144144144
BACK TO ME,Kanye West & Ty Dolla $ign,2,23,34.0,82.0,2,album,True,https://i.scdn.co/image/ab67616d0000b2735f4d67e6c3d62045e72d3775,0.0036036036036036037
Mourning,Post Malone,3,23,37.333333333333336,75.66666666666667,3,single,True,https://i.scdn.co/image/ab67616d0000b2736e9e05bbdd7988ae66e0b898,0.005405405405405406
Scenery,V,12,23,30.0,67.41666666666667,12,single,False,https://i.scdn.co/image/ab67616d0000b27356aba220ff2940e92ff15168,0.021621621621621623
Who (Funky Remix),Jimin,82,23,40.09756097560975,63.19512195121951,82,album,False,https://i.scdn.co/image/ab67616d0000b27382601539d4a27061ad90eacb,0.14774774774774774
Baggy Jeans,NCT,24,23,37.541666666666664,61.291666666666664,24,album,False,https://i.scdn.co/image/ab67616d0000b2730723ae056bdcdb6d2872a13f,0.043243243243243246
Another Level,Jin,11,23,33.27272727272727,60.90909090909091,11,single,False,https://i.scdn.co/image/ab67616d0000b2731dcf069284321bef1306d6ec,0.01981981981981982
Fact Check,NCT 127,9,23,37.22222222222222,60.77777777777778,9,album,False,https://i.scdn.co/image/ab67616d0000b273e9fc95cc1d0fba3d48ce2d39,0.016216216216216217
Coca Cola Red (Feat. oygli),Beenzino,5,23,34.2,46.0,5,album,True,https://i.scdn.co/image/ab67616d0000b273ec4d37775e78943aa8bfe275,0.009009009009009009
Seven (David Guetta Remix),Jung Kook & Latto & David Guetta,4,23,26.5,44.5,4,single,True,https://i.scdn.co/image/ab67616d0000b27373e9b16ea59c2f0a97b40262,0.007207207207207207
MODERN JAM,Travis Scott,2,23,32.0,41.5,2,album,True,https://i.scdn.co/image/ab67616d0000b273881d8d8378cd01099babcd44,0.0036036036036036037
Not Like Us,Kendrick Lamar,53,24,39.77358490566038,95.9245283018868,53,single,True,https://i.scdn.co/image/ab67616d0000b2731ea0c62b2339cbf493a999ad,0.09549549549549549
Moonlit Floor (Kiss Me),LISA,9,24,35.0,89.22222222222223,9,single,False,https://i.scdn.co/image/ab67616d0000b2735a039ed450d3e9a5caaf7818,0.016216216216216217
Super Tuna,Jin,8,24,30.75,83.625,8,single,False,https://i.scdn.co/image/ab67616d0000b273426039da9d5c0bb49a77bb09,0.014414414414414415
CARNIVAL,¥$ & Kanye West & Ty Dolla $ign,14,24,42.142857142857146,80.85714285714286,14,single,True,https://i.scdn.co/image/ab67616d0000b2732ccf2a6bc975e1169492f9e9,0.025225225225225224
KEYS TO MY LIFE,Kanye West & Ty Dolla $ign,1,24,24.0,79.0,1,album,True,https://i.scdn.co/image/ab67616d0000b2735f4d67e6c3d62045e72d3775,0.0018018018018018018
SOS,KANGDANIEL,49,24,32.48979591836735,73.40816326530613,49,single,False,https://i.scdn.co/image/ab67616d0000b273ebeb309fccee27f14e2e5aa9,0.08828828828828829
Midnight Fiction,ILLIT,17,24,32.64705882352941,73.3529411764706,17,single,False,https://i.scdn.co/image/ab67616d0000b273f037c5fb9de6c78726cb8e2c,0.03063063063063063
Memories,RIIZE,43,24,42.04651162790697,73.30232558139535,43,single,False,https://i.scdn.co/image/ab67616d0000b273de06b9790ac6c49ff680cf70,0.07747747747747748
FRI(END)S (Instrumental),V,8,24,29.25,72.375,8,single,False,https://i.scdn.co/image/ab67616d0000b273377ee031d0a3da40db19ccf4,0.014414414414414415
Christmas Love,Jimin,29,24,39.310344827586206,69.72413793103448,29,single,False,https://i.scdn.co/image/ab67616d0000b2736102fbfee73db153a32d02ab,0.05225225225225225
ISTJ,NCT DREAM,7,24,38.57142857142857,66.14285714285714,7,album,False,https://i.scdn.co/image/ab67616d0000b273a1ee973dde5ec47914ebc0e1,0.012612612612612612
Falling,Jin,11,24,34.09090909090909,60.18181818181818,11,single,False,https://i.scdn.co/image/ab67616d0000b2731dcf069284321bef1306d6ec,0.01981981981981982
I Love You,Lim Young Woong,150,24,37.5,58.64,150,album,False,https://i.scdn.co/image/ab67616d0000b2738f116e476da669a9a3e7dcaa,0.2702702702702703
Haegeum,Agust D,149,25,39.19463087248322,86.87919463087249,149,album,False,https://i.scdn.co/image/ab67616d0000b273fa9247b68471b82d2125651e,0.26846846846846845
Cupido,Engel Montaz & Kuv507 & Latinnites Music,4,25,37.75,69.0,4,single,False,https://i.scdn.co/image/ab67616d0000b273f479022fee7b6da16c9408a7,0.007207207207207207
We got so much,LE SSERAFIM,4,25,37.0,68.75,4,single,False,https://i.scdn.co/image/ab67616d0000b273110f5426b8c149e80804912a,0.007207207207207207
Snow Flower (feat. Peakboy),V,12,25,32.583333333333336,67.75,12,single,False,https://i.scdn.co/image/ab67616d0000b273df865c096835a346702f555a,0.021621621621621623
I will come to you,Jin,10,25,35.7,61.0,10,single,False,https://i.scdn.co/image/ab67616d0000b2731dcf069284321bef1306d6ec,0.018018018018018018
A Psalm of Life,Lim Young Woong,121,25,36.8099173553719,59.1900826446281,121,album,False,https://i.scdn.co/image/ab67616d0000b2738f116e476da669a9a3e7dcaa,0.218018018018018
Dangerous,BOYNEXTDOOR,12,25,36.75,59.166666666666664,12,single,False,https://i.scdn.co/image/ab67616d0000b2737fb98b1d769149e4b172f791,0.021621621621621623
Lovely Touch,Lim Young Woong,119,25,37.89915966386555,58.57142857142857,119,album,False,https://i.scdn.co/image/ab67616d0000b2738f116e476da669a9a3e7dcaa,0.21441441441441442
Time of Our Life -Japanese ver.- - Japanese ver.,DAY6,102,25,37.254901960784316,55.38235294117647,102,single,False,https://i.scdn.co/image/ab67616d0000b2732ecc00c9a71f5d72ce87958e,0.1837837837837838
I stan U,IU,4,25,31.25,55.0,4,single,False,https://i.scdn.co/image/ab67616d0000b2735048ed32fafe7b9a50d0e410,0.007207207207207207
Steady,NCT WISH,5,25,36.0,53.6,5,album,False,https://i.scdn.co/image/ab67616d0000b273c99bd52214b854b01f533aed,0.009009009009009009
squabble up,Kendrick Lamar,3,26,39.666666666666664,83.66666666666667,3,album,True,https://i.scdn.co/image/ab67616d0000b273d9985092cd88bffd97653b58,0.005405405405405406
Attention,NewJeans,151,26,37.29801324503311,82.33112582781457,151,single,False,https://i.scdn.co/image/ab67616d0000b2739d28fd01859073a3ae6ea209,0.27207207207207207
TALKING,Kanye West & Ty Dolla $ign,1,26,26.0,78.0,1,album,True,https://i.scdn.co/image/ab67616d0000b2735f4d67e6c3d62045e72d3775,0.0018018018018018018
ANTIFRAGILE,LE SSERAFIM,50,26,35.12,77.4,50,album,False,https://i.scdn.co/image/ab67616d0000b273d71fd77b89d08bc1bda219c7,0.09009009009009009
Sudden Shower,ECLIPSE,77,26,36.57142857142857,77.01298701298701,77,single,False,https://i.scdn.co/image/ab67616d0000b273921b098ead845a5456339f8a,0.13873873873873874
Sugarcoat (NATTY Solo),KISS OF LIFE,17,26,38.705882352941174,73.6470588235294,17,single,False,https://i.scdn.co/image/ab67616d0000b2732ff7c76b0790cd3ad63cfc0c,0.03063063063063063
FRI(END)S (Sped Up),V,8,26,29.125,71.875,8,single,False,https://i.scdn.co/image/ab67616d0000b273377ee031d0a3da40db19ccf4,0.014414414414414415
1-800-hot-n-fun,LE SSERAFIM,8,26,37.75,71.125,8,single,False,https://i.scdn.co/image/ab67616d0000b273485623bc41b6760fc1bca2f4,0.014414414414414415
You Were Beautiful,DAY6,60,26,42.88333333333333,64.66666666666667,60,album,False,https://i.scdn.co/image/ab67616d0000b273877b49fcef4d02bb0bc0adc8,0.10810810810810811
Talk Saxy,RIIZE,22,26,43.90909090909091,63.77272727272727,22,single,False,https://i.scdn.co/image/ab67616d0000b2738b2347cfc60cddd4836e5e01,0.03963963963963964
ABCD,NAYEON,26,26,36.03846153846154,60.88461538461539,26,album,False,https://i.scdn.co/image/ab67616d0000b2735c202994e981619ccf69784e,0.04684684684684685
HERO,Lim Young Woong,111,26,37.972972972972975,58.52252252252252,111,single,False,https://i.scdn.co/image/ab67616d0000b27320b05d0ab75d4c27f1e4bbd6,0.2
FE!N,Travis Scott,3,26,33.333333333333336,57.0,3,album,True,https://i.scdn.co/image/ab67616d0000b273881d8d8378cd01099babcd44,0.005405405405405406
Stay With Me (Feat. Skinny Brown),ASH ISLAND,3,26,36.666666666666664,49.0,3,single,False,https://i.scdn.co/image/ab67616d0000b27374303e36490fd2dbef3607bc,0.005405405405405406
All Or Nothing,J Money & KingLee,2,26,28.0,48.5,2,single,True,https://i.scdn.co/image/ab67616d0000b273a95d741009762c6c425cf4a6,0.0036036036036036037
24YB (Intro),YANGHONGWON,3,26,30.333333333333332,41.333333333333336,3,album,False,https://i.scdn.co/image/ab67616d0000b273e6afcaf89f82b98a86815f01,0.005405405405405406
It's Beginning to Look a Lot like Christmas,Michael Bublé,4,27,33.25,87.0,4,album,False,https://i.scdn.co/image/ab67616d0000b2732ead7786631d8dd3b59be4f0,0.007207207207207207
The Astronaut,Jin,6,27,34.5,82.5,6,single,False,https://i.scdn.co/image/ab67616d0000b27343aaff780ea621da5ce4eb0a,0.010810810810810811
Runaway,Kanye West,11,27,35.63636363636363,81.0,11,album,True,https://i.scdn.co/image/ab67616d0000b273d9194aa18fa4c9362b47464f,0.01981981981981982
"Darling, I (feat. Teezo Touchdown)","Tyler, The Creator",2,27,37.0,79.0,2,album,True,https://i.scdn.co/image/ab67616d0000b273232374a6a869e62826f3f1f7,0.0036036036036036037
PAID,Kanye West & Ty Dolla $ign,1,27,27.0,79.0,1,album,True,https://i.scdn.co/image/ab67616d0000b2735f4d67e6c3d62045e72d3775,0.0018018018018018018
Walk,NCT 127,10,27,35.9,62.1,10,album,False,https://i.scdn.co/image/ab67616d0000b27364ca26ed20cc290fc4f20bab,0.018018018018018018
Sexy In The Air,TAEMIN,11,27,40.09090909090909,55.36363636363637,11,single,False,https://i.scdn.co/image/ab67616d0000b273f2dff4b6f58682692c0b0beb,0.01981981981981982
She Smiled,DAY6,5,27,32.8,53.0,5,album,False,https://i.scdn.co/image/ab67616d0000b273d746b397d3dd7ddd4d462065,0.009009009009009009
Lemon,Beenzino,3,27,31.666666666666668,43.0,3,album,True,https://i.scdn.co/image/ab67616d0000b273ec4d37775e78943aa8bfe275,0.005405405405405406
ROLEX,YANGHONGWON,2,27,34.0,42.0,2,single,False,https://i.scdn.co/image/ab67616d0000b27359428c3d15801bc652f790d6,0.0036036036036036037
STUPID IN LOVE (feat. HUH YUNJIN of LE SSERAFIM),MAX,31,28,42.03225806451613,73.3225806451613,31,album,False,https://i.scdn.co/image/ab67616d0000b27337f62ce76087421834446ccd,0.055855855855855854
Chill Kill,Red Velvet,17,28,38.705882352941174,72.23529411764706,17,album,False,https://i.scdn.co/image/ab67616d0000b27307e2cf9023db855b41f3d26e,0.03063063063063063
FRI(END)S (Slowed Down),V,8,28,30.375,71.625,8,single,False,https://i.scdn.co/image/ab67616d0000b273377ee031d0a3da40db19ccf4,0.014414414414414415
VIBE (feat. Jimin of BTS),TAEYANG,69,28,38.65217391304348,70.31884057971014,69,album,False,https://i.scdn.co/image/ab67616d0000b27346313223adf2b6d726388328,0.12432432432432433
Chk Chk Boom,Stray Kids,17,28,40.35294117647059,64.23529411764706,17,album,False,https://i.scdn.co/image/ab67616d0000b27351700837cdbc6adddb88560a,0.03063063063063063
Love Always Run Away,Lim Young Woong,134,28,39.91044776119403,59.54477611940298,134,single,False,https://i.scdn.co/image/ab67616d0000b273e56f69fd58795fbbcbc919f2,0.24144144144144145
