song,artist,chart_appearance_days,best_chart_position,average_chart_position,average_popularity,total_chart_rows,album_type,is_explicit,album_cover_url,chart_presence_rate
Father,Lim Young Woong,106,28,39.54716981132076,58.716981132075475,106,album,False,https://i.scdn.co/image/ab67616d0000b2738f116e476da669a9a3e7dcaa,0.19099099099099098
Like A Fool (Feat. Y2K92),Beenzino,4,28,36.75,43.75,4,album,True,https://i.scdn.co/image/ab67616d0000b273ec4d37775e78943aa8bfe275,0.007207207207207207
3D (feat. Jack Harlow) (MK Remix),Jung Kook & Jack Harlow & MK,4,28,30.25,30.0,4,single,True,https://i.scdn.co/image/ab67616d0000b27370ddf54a36039489124cfb97,0.007207207207207207
Taste,Sabrina Carpenter,25,29,38.68,93.0,25,album,False,https://i.scdn.co/image/ab67616d0000b273208dc3669313f2c5114c612d,0.04504504504504504
The Tortured Poets Department,Taylor Swift,3,29,32.0,83.0,3,album,True,https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33,0.005405405405405406
My World,ILLIT,15,29,34.8,72.06666666666666,15,single,False,https://i.scdn.co/image/ab67616d0000b273f037c5fb9de6c78726cb8e2c,0.02702702702702703
Lose My Breath (Feat. Charlie Puth),Stray Kids & Charlie Puth,1,29,29.0,71.0,1,single,False,https://i.scdn.co/image/ab67616d0000b2735ba0dedb513880cf318f15cb,0.0018018018018018018
Little Light,DOYOUNG,8,29,40.375,66.625,8,album,False,https://i.scdn.co/image/ab67616d0000b273c9718133b45cf5b97cd91d38,0.014414414414414415
Mine,aespa,2,29,37.5,59.5,2,album,False,https://i.scdn.co/image/ab67616d0000b273090cfa22962b115ac530674c,0.0036036036036036037
Rumble,KingLee,1,29,29.0,51.0,1,single,True,https://i.scdn.co/image/ab67616d0000b273933cd91072109ea32e76e456,0.0018018018018018018
GOSLOW,YANGHONGWON,3,29,30.666666666666668,40.333333333333336,3,album,False,https://i.scdn.co/image/ab67616d0000b273e6afcaf89f82b98a86815f01,0.005405405405405406
Let It Snow! Let It Snow! Let It Snow!,Dean Martin,3,30,31.0,95.0,3,album,False,https://i.scdn.co/image/ab67616d0000b2736d88028a85c771f37374c8ea,0.005405405405405406
After LIKE,IVE,48,30,39.041666666666664,84.27083333333333,48,single,False,https://i.scdn.co/image/ab67616d0000b27387f53da5fb4ab1171766b2d5,0.08648648648648649
double take,Dhruv,31,30,45.064516129032256,82.09677419354838,31,album,False,https://i.scdn.co/image/ab67616d0000b2736f04e53cb5309f8e88286842,0.055855855855855854
St. Chroma (feat. Daniel Caesar),"Tyler, The Creator",2,30,32.5,81.0,2,album,True,https://i.scdn.co/image/ab67616d0000b273232374a6a869e62826f3f1f7,0.0036036036036036037
Here With Me,d4vd,50,30,38.78,78.96,50,single,False,https://i.scdn.co/image/ab67616d0000b273c4ddcc23f630f4c2728a5255,0.09009009009009009
Better Things,aespa,32,30,43.3125,76.4375,32,single,False,https://i.scdn.co/image/ab67616d0000b27340157e24ffc34938be2b5341,0.05765765765765766
Spring Snow,10CM,22,30,39.22727272727273,74.31818181818181,22,single,False,https://i.scdn.co/image/ab67616d0000b273dae4a1ab4a717a3341a47ff6,0.03963963963963964
Licorice,aespa,3,30,37.0,59.666666666666664,3,album,False,https://i.scdn.co/image/ab67616d0000b273090cfa22962b115ac530674c,0.005405405405405406
Skrr (feat. GISELLE),HAON,5,30,32.6,55.4,5,single,False,https://i.scdn.co/image/ab67616d0000b2730ab54ce9be8cc71deb33343f,0.009009009009009009
녹아내려요 Melt Down,DAY6,2,30,35.0,55.0,2,single,False,https://i.scdn.co/image/ab67616d0000b27342e0fe9e101c705fe7edf5a2,0.0036036036036036037
Let's Say Goodbye,Parc Jae Jung,78,30,39.57692307692308,53.93589743589744,78,album,False,https://i.scdn.co/image/ab67616d0000b273473a5032790129fd7421c80e,0.14054054054054055
青い珊瑚礁,Seiko Matsuda,11,30,37.09090909090909,52.81818181818182,11,album,False,https://i.scdn.co/image/ab67616d0000b273e17f9ba29e61f30bbf6cf8bd,0.01981981981981982
Monster,DAY6,3,30,38.666666666666664,51.666666666666664,3,album,False,https://i.scdn.co/image/ab67616d0000b273d746b397d3dd7ddd4d462065,0.005405405405405406
"BY COLOR, WHITE COLOR (Feat. KOVV)",YANGHONGWON,3,30,37.0,39.333333333333336,3,album,False,https://i.scdn.co/image/ab67616d0000b273e6afcaf89f82b98a86815f01,0.005405405405405406
My Love Mine All Mine,Mitski,81,31,43.80246913580247,98.0,81,album,False,https://i.scdn.co/image/ab67616d0000b27334f21d3047d85440dfa37f10,0.14594594594594595
I Had Some Help (Feat. Morgan Wallen),Post Malone & Morgan Wallen,9,31,40.44444444444444,89.44444444444444,9,single,True,https://i.scdn.co/image/ab67616d0000b27397306976e3eb8aad53b754eb,0.016216216216216217
Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,23,31,41.73913043478261,88.08695652173913,23,album,False,https://i.scdn.co/image/ab67616d0000b2739478c87599550dd73bfa7e02,0.04144144144144144
Rockstar,LISA,19,31,38.36842105263158,88.0,19,single,True,https://i.scdn.co/image/ab67616d0000b27397265410628ab7f94a380c9d,0.03423423423423423
FUK SUMN,Kanye West & Ty Dolla $ign,1,31,31.0,80.0,1,album,True,https://i.scdn.co/image/ab67616d0000b2735f4d67e6c3d62045e72d3775,0.0018018018018018018
Sweet Night,V,23,31,42.391304347826086,79.91304347826087,23,single,False,https://i.scdn.co/image/ab67616d0000b273ea012d09e9a7a6b48adf3f3d,0.04144144144144144
Promise,Jimin,35,31,42.57142857142857,77.08571428571429,35,single,False,https://i.scdn.co/image/ab67616d0000b27321d21c44fa7a2495c37ce088,0.06306306306306306
Filter,BTS,7,31,42.42857142857143,74.42857142857143,7,album,False,https://i.scdn.co/image/ab67616d0000b273505190077497c230422f2934,0.012612612612612612
Don't Look Back in Anger - Remastered,Oasis,5,31,37.4,73.6,5,album,False,https://i.scdn.co/image/ab67616d0000b27385e5dcc05cc216a10f141480,0.009009009009009009
NEMONEMO,YENA,24,31,44.208333333333336,66.66666666666667,24,single,False,https://i.scdn.co/image/ab67616d0000b27376bc371b60413094c51f41ae,0.043243243243243246
But Sometimes,BOYNEXTDOOR,19,31,41.1578947368421,66.63157894736842,19,single,False,https://i.scdn.co/image/ab67616d0000b27358ba8c8fcad9be87f72e2afe,0.03423423423423423
Cheers to youth,SEVENTEEN,3,31,39.333333333333336,63.333333333333336,3,album,False,https://i.scdn.co/image/ab67616d0000b2736c498180e56f57e7d7bcdb86,0.005405405405405406
Candy (Feat. Zion.T),Jay Park,7,31,44.42857142857143,61.0,7,single,False,https://i.scdn.co/image/ab67616d0000b273d8df83317fa02082450c3147,0.012612612612612612
If I have you only (My love X Nerd Connection),Nerd Connection,56,31,42.875,53.642857142857146,56,single,False,https://i.scdn.co/image/ab67616d0000b27320daf4f9c25cbe0bc384e606,0.1009009009009009
Stinky Kiss (Intro),Beenzino,2,31,31.0,43.5,2,album,True,https://i.scdn.co/image/ab67616d0000b273ec4d37775e78943aa8bfe275,0.0036036036036036037
Armageddon,aespa & Grimes & Flava D,2,31,33.5,18.0,2,single,False,https://i.scdn.co/image/ab67616d0000b27311b2619b6939eff2c1dc144f,0.0036036036036036037
Jingle Bell Rock,Bobby Helms,3,32,33.0,94.0,3,single,False,https://i.scdn.co/image/ab67616d0000b273fd56f3c7a294f5cfe51c7b17,0.005405405405405406
Super Lady,(G)I-DLE,14,32,39.42857142857143,78.07142857142857,14,album,False,https://i.scdn.co/image/ab67616d0000b27342281601a5a3f882ea77741e,0.025225225225225224
愛を伝えたいだとか,Aimyon,34,32,38.970588235294116,69.44117647058823,34,album,False,https://i.scdn.co/image/ab67616d0000b27333c05e1d08fec494a30bd240,0.06126126126126126
"If I’m S, Can You Be My N?",TWS,21,32,38.42857142857143,67.19047619047619,21,single,False,https://i.scdn.co/image/ab67616d0000b2732e4ddd32aafbc7c986100a3b,0.03783783783783784
Love Letter,Lim Young Woong,75,32,42.64,58.36,75,album,False,https://i.scdn.co/image/ab67616d0000b2738f116e476da669a9a3e7dcaa,0.13513513513513514
Horizon,TAEMIN,2,32,34.0,53.5,2,single,False,https://i.scdn.co/image/ab67616d0000b273f2dff4b6f58682692c0b0beb,0.0036036036036036037
Well…?,YANGHONGWON,3,32,35.333333333333336,40.0,3,album,False,https://i.scdn.co/image/ab67616d0000b273e6afcaf89f82b98a86815f01,0.005405405405405406
No Boss (Feat. Dok2),E SENS,1,32,32.0,38.0,1,album,False,https://i.scdn.co/image/ab67616d0000b273a1b5984b009eb28b35034efb,0.0018018018018018018
Down Bad,Taylor Swift,5,33,39.4,83.6,5,album,True,https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33,0.009009009009009009
Like Crazy (Deep House Remix),Jimin,28,33,42.57142857142857,71.46428571428571,28,single,False,https://i.scdn.co/image/ab67616d0000b273f9638e7ed5b7d42e9c514195,0.05045045045045045
Lie,BTS,1,33,33.0,70.0,1,album,False,https://i.scdn.co/image/ab67616d0000b2738bd5d941f9ced8e7f9c60dd4,0.0018018018018018018
Vancouver,BIG Naughty,9,33,42.0,58.55555555555556,9,single,False,https://i.scdn.co/image/ab67616d0000b273f9607048dfb6b1915026be72,0.016216216216216217
PROMOTION,¥$ & Kanye West & Ty Dolla $ign,3,33,35.0,47.0,3,album,True,https://i.scdn.co/image/ab67616d0000b273b323e81b41c797a4784abc02,0.005405405405405406
MY EYES,Travis Scott,2,33,41.0,41.5,2,album,True,https://i.scdn.co/image/ab67616d0000b273881d8d8378cd01099babcd44,0.0036036036036036037
Citi+,YANGHONGWON,1,33,33.0,40.0,1,single,False,https://i.scdn.co/image/ab67616d0000b273f1abd8afa8fa93a39bd1c6bb,0.0018018018018018018
SAHARA,YANGHONGWON,2,33,33.5,38.5,2,album,False,https://i.scdn.co/image/ab67616d0000b273e6afcaf89f82b98a86815f01,0.0036036036036036037
"Boys Like Girls (Feat. Gist, Jayci yucca)",Leellamarz,5,33,37.8,26.2,5,album,False,https://i.scdn.co/image/ab67616d0000b273bdf76a44dc455027cf9b6076,0.009009009009009009
Bling-Bang-Bang-Born,Creepy Nuts,43,34,42.69767441860465,90.4186046511628,43,single,False,https://i.scdn.co/image/ab67616d0000b2733f6de9c0ca2148edf20daa6b,0.07747747747747748
bye,Ariana Grande,5,34,40.4,83.0,5,album,False,https://i.scdn.co/image/ab67616d0000b2738b58d20f1b77295730db15b4,0.009009009009009009
Stay Alive (Prod. SUGA of BTS),Jung Kook,13,34,39.30769230769231,82.3076923076923,13,single,False,https://i.scdn.co/image/ab67616d0000b2738916a2bb404bed6755f2bbbd,0.023423423423423424
NEURON (with Gaeko & YOON MIRAE),j-hope,6,34,40.833333333333336,78.66666666666667,6,single,False,https://i.scdn.co/image/ab67616d0000b273c38c67ad56a314ba5669242d,0.010810810810810811
"How can I love the heartbreak, you're the one I love",AKMU,33,34,42.09090909090909,61.21212121212121,33,album,False,https://i.scdn.co/image/ab67616d0000b273d41cdd1f3e033a0ea1642112,0.05945945945945946
Why?,PLAVE,5,34,42.0,54.2,5,single,False,https://i.scdn.co/image/ab67616d0000b273867ce456b595f274603b5aa2,0.009009009009009009
MELTDOWN,Travis Scott,2,34,38.5,42.0,2,album,True,https://i.scdn.co/image/ab67616d0000b273881d8d8378cd01099babcd44,0.0036036036036036037
Demon,$ecrecy,1,34,34.0,38.0,1,album,True,https://i.scdn.co/image/ab67616d0000b273a998bc8b6b02ab7207eeb5ef,0.0018018018018018018
Mistletoe,Justin Bieber,3,35,35.666666666666664,92.0,3,album,False,https://i.scdn.co/image/ab67616d0000b273af0aff7f601df9ed6d2d531d,0.005405405405405406
Guess featuring Billie Eilish,Charli xcx & Billie Eilish,8,35,42.75,88.375,8,single,False,https://i.scdn.co/image/ab67616d0000b2738b8d8be49f9c4a44b0574144,0.014414414414414415
LOST!,RM,7,35,40.714285714285715,80.0,7,album,True,https://i.scdn.co/image/ab67616d0000b2737093cd0ee6043740f73e54d9,0.012612612612612612
Welcome To MY World (feat. nævis),aespa,8,35,42.375,77.0,8,single,False,https://i.scdn.co/image/ab67616d0000b273220771be23654c95cf787349,0.014414414414414415
Roller Coaster,NMIXX,15,35,42.266666666666666,74.6,15,single,False,https://i.scdn.co/image/ab67616d0000b27389eb0434891ac969895cbba8,0.02702702702702703
Serendipity - Full Length Edition,BTS,1,35,35.0,72.0,1,album,False,https://i.scdn.co/image/ab67616d0000b2733825e6d4d02e4b4c0cec7e1d,0.0018018018018018018
Like Crazy (UK Garage Remix),Jimin,25,35,43.92,71.28,25,single,False,https://i.scdn.co/image/ab67616d0000b273f9638e7ed5b7d42e9c514195,0.04504504504504504
Ditto (250 Remix),NewJeans,2,35,35.5,58.5,2,album,False,https://i.scdn.co/image/ab67616d0000b273782a8cae588fee29eefec8b6,0.0036036036036036037
Live My Life,aespa,2,35,42.5,57.5,2,album,False,https://i.scdn.co/image/ab67616d0000b273090cfa22962b115ac530674c,0.0036036036036036037
"Flights, Not Feelings",aespa,2,35,38.0,53.0,2,single,False,https://i.scdn.co/image/ab67616d0000b2736eb604294f8f58c9078f58b1,0.0036036036036036037
한 페이지가 될 수 있게,DAY6,2,35,35.5,52.0,2,single,False,https://i.scdn.co/image/ab67616d0000b27380c0a2d0bf89e3707b6365c4,0.0036036036036036037
A Yo (Feat. Beenzino),E SENS,1,35,35.0,38.0,1,album,False,https://i.scdn.co/image/ab67616d0000b273a1b5984b009eb28b35034efb,0.0018018018018018018
I Like Me Better,Lauv,1,36,36.0,84.0,1,album,False,https://i.scdn.co/image/ab67616d0000b273bdea30b86b37142ec99deb78,0.0018018018018018018
Push Ups,Drake,1,36,36.0,84.0,1,single,True,https://i.scdn.co/image/ab67616d0000b27384bfd0d363f0179ac7c97fa5,0.0018018018018018018
Noid,"Tyler, The Creator",2,36,37.5,81.0,2,single,True,https://i.scdn.co/image/ab67616d0000b273dc620428d6bbc305cd43c19b,0.0036036036036036037
Klaxon,(G)I-DLE,22,36,45.59090909090909,74.27272727272727,22,single,False,https://i.scdn.co/image/ab67616d0000b27366f7b6431ebb26c9b557a96b,0.03963963963963964
Popcorn,D.O.,1,36,36.0,65.0,1,single,False,https://i.scdn.co/image/ab67616d0000b27304c578f5f24e26a0b6c9d903,0.0018018018018018018
V (Peace) (feat. AKMU),Zion.T,4,36,44.5,55.5,4,album,False,https://i.scdn.co/image/ab67616d0000b273df146c9e8246ae9f1d7711da,0.007207207207207207
Even for a moment,Sung Si Kyung & Naul,1,36,36.0,0.0,1,single,False,https://i.scdn.co/image/ab67616d0000b27347a922cbf67da885305a21e1,0.0018018018018018018
My Boy Only Breaks His Favorite Toys,Taylor Swift,2,37,37.0,81.5,2,album,False,https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33,0.0036036036036036037
PARANOIA,HEARTSTEEL & League of Legends & BAEKHYUN,3,37,40.333333333333336,80.66666666666667,3,single,False,https://i.scdn.co/image/ab67616d0000b273f0c1d3c167b32190fa42521d,0.005405405405405406
Love Me Like This,NMIXX,18,37,43.666666666666664,77.16666666666667,18,single,False,https://i.scdn.co/image/ab67616d0000b273bbead884cd91c2a9b5b2a9fc,0.032432432432432434
CROOKED,G-DRAGON,7,37,45.142857142857146,61.714285714285715,7,album,False,https://i.scdn.co/image/ab67616d0000b2733dbdbd0023f1e1c08cd5a6c9,0.012612612612612612
Nest,Lim Young Woong,36,37,43.44444444444444,57.833333333333336,36,album,False,https://i.scdn.co/image/ab67616d0000b2738f116e476da669a9a3e7dcaa,0.06486486486486487
NIGHT DANCER - BIG Naughty Remix,imase & BIG Naughty,10,37,43.8,57.5,10,single,False,https://i.scdn.co/image/ab67616d0000b2738513a2d7c47a1028118a16ff,0.018018018018018018
Dangerously,Charlie Puth,28,37,43.642857142857146,52.82142857142857,28,album,False,https://i.scdn.co/image/ab67616d0000b273c0e28105f0533c52717c46c2,0.05045045045045045
Chasing That Feeling,TOMORROW X TOGETHER,5,37,40.0,45.0,5,album,False,https://i.scdn.co/image/ab67616d0000b2736067880e6c410727ac5a5f8b,0.009009009009009009
Dope As (Interlude),Beenzino,2,37,37.0,41.5,2,album,True,https://i.scdn.co/image/ab67616d0000b273ec4d37775e78943aa8bfe275,0.0036036036036036037
Slime You Out (feat. SZA),Drake & SZA,2,37,39.0,37.5,2,single,True,https://i.scdn.co/image/ab67616d0000b2733b2df9103b8b1bad69ec4aa9,0.0036036036036036037
Circles,Post Malone,2,38,38.0,89.0,2,album,False,https://i.scdn.co/image/ab67616d0000b2739478c87599550dd73bfa7e02,0.0036036036036036037
That's What I Like,Bruno Mars,5,38,45.2,87.0,5,album,False,https://i.scdn.co/image/ab67616d0000b273232711f7d66a1e19e89e28c5,0.009009009009009009
wacced out murals,Kendrick Lamar,1,38,38.0,81.0,1,album,True,https://i.scdn.co/image/ab67616d0000b273d9985092cd88bffd97653b58,0.0018018018018018018
LALALALA,Stray Kids,5,38,42.4,63.2,5,album,False,https://i.scdn.co/image/ab67616d0000b2732bca95a658fdf653a35a3710,0.009009009009009009
Supernova - Japanese Version,KANGDANIEL,10,38,41.5,58.6,10,single,False,https://i.scdn.co/image/ab67616d0000b2736365b74482b64ef1b9632593,0.018018018018018018
My Starry Love,Lim Young Woong,30,38,45.0,57.06666666666667,30,single,False,https://i.scdn.co/image/ab67616d0000b273c5e163c2edcdb27d99e405c5,0.05405405405405406
Flowers,aespa,1,38,38.0,51.0,1,single,False,https://i.scdn.co/image/ab67616d0000b273e467a8e8d7b0aa92d354aa75,0.0018018018018018018
FRIED,¥$ & Kanye West & Ty Dolla $ign,3,38,38.666666666666664,47.333333333333336,3,album,True,https://i.scdn.co/image/ab67616d0000b273b323e81b41c797a4784abc02,0.005405405405405406
Sandman,Beenzino,3,38,41.333333333333336,42.0,3,album,True,https://i.scdn.co/image/ab67616d0000b273ec4d37775e78943aa8bfe275,0.005405405405405406
Lovin On Me,Jack Harlow,15,39,47.53333333333333,99.0,15,single,True,https://i.scdn.co/image/ab67616d0000b273fcf4adae77baba5d0169e8e8,0.02702702702702703
In Bloom,ZEROBASEONE,6,39,46.333333333333336,75.66666666666667,6,single,False,https://i.scdn.co/image/ab67616d0000b27312062f95939fd4de9def44e7,0.010810810810810811
K-POP,Travis Scott & Bad Bunny & The Weeknd,6,39,44.666666666666664,73.83333333333333,6,single,True,https://i.scdn.co/image/ab67616d0000b273893489768de0c42b4d217b82,0.010810810810810811
Good Bones,LE SSERAFIM,2,39,41.0,66.5,2,single,False,https://i.scdn.co/image/ab67616d0000b273110f5426b8c149e80804912a,0.0036036036036036037
HARD,SHINee,4,39,44.25,66.5,4,album,False,https://i.scdn.co/image/ab67616d0000b27386fe9fe6eaab4083b32adf9f,0.007207207207207207
Lose My Breath,Stray Kids,1,39,39.0,54.0,1,single,False,https://i.scdn.co/image/ab67616d0000b273dd28d18695a5f6b07a1832d8,0.0018018018018018018
As You Wish,WJSN,2,39,39.0,52.5,2,single,False,https://i.scdn.co/image/ab67616d0000b27375a05a342311ea842c4deec6,0.0036036036036036037
Trippy (Feat. Lance Skiiiwalker),Beenzino,2,39,39.0,41.0,2,album,True,https://i.scdn.co/image/ab67616d0000b273ec4d37775e78943aa8bfe275,0.0036036036036036037
Jeogeumtong,E SENS,1,39,39.0,38.0,1,album,False,https://i.scdn.co/image/ab67616d0000b273a1b5984b009eb28b35034efb,0.0018018018018018018
Deseydin Anlardım,EDES,2,39,44.5,1.0,2,single,False,https://i.scdn.co/image/ab67616d0000b273cb9b5d191915310720caeeb0,0.0036036036036036037
DELRESTO (ECHOES),Travis Scott,1,39,39.0,0.0,1,album,True,https://i.scdn.co/image/ab67616d0000b273881d8d8378cd01099babcd44,0.0018018018018018018
Kill Bill,SZA,43,40,45.093023255813954,94.0,43,album,False,https://i.scdn.co/image/ab67616d0000b2730c471c36970b9406233842a5,0.07747747747747748
MANIAC,VIVIZ,13,40,47.0,81.61538461538461,13,single,False,https://i.scdn.co/image/ab67616d0000b273047aaa5b1361b255b255e41d,0.023423423423423424
BURN,Kanye West & Ty Dolla $ign,1,40,40.0,80.0,1,album,True,https://i.scdn.co/image/ab67616d0000b2735f4d67e6c3d62045e72d3775,0.0018018018018018018
Shoong! (feat. LISA of BLACKPINK),TAEYANG,10,40,45.6,78.9,10,album,False,https://i.scdn.co/image/ab67616d0000b27346313223adf2b6d726388328,0.018018018018018018
I’ll See You There Tomorrow,TOMORROW X TOGETHER,7,40,43.857142857142854,77.71428571428571,7,album,False,https://i.scdn.co/image/ab67616d0000b27303c996028737858321d2ffe0,0.012612612612612612
eternal sunshine,Ariana Grande,4,40,43.25,77.25,4,album,False,https://i.scdn.co/image/ab67616d0000b273c75a14e746ffe2030e8cd5da,0.007207207207207207
XO (Only If You Say Yes),ENHYPEN,5,40,42.4,72.2,5,album,False,https://i.scdn.co/image/ab67616d0000b273653887a83332de0350151f10,0.009009009009009009
ITEM,Stray Kids,1,40,40.0,69.0,1,album,False,https://i.scdn.co/image/ab67616d0000b273d8025c5b4c1f01c69ebdc935,0.0018018018018018018
Chasing Lightning,LE SSERAFIM,1,40,40.0,60.0,1,single,False,https://i.scdn.co/image/ab67616d0000b273485623bc41b6760fc1bca2f4,0.0018018018018018018
Pleasure Shop,KEY,4,40,45.25,52.25,4,single,False,https://i.scdn.co/image/ab67616d0000b273cdd2d7af5d636ec8668138b1,0.007207207207207207
LOCKDOWN,ISEGYE IDOL,4,40,43.0,44.25,4,single,False,https://i.scdn.co/image/ab67616d0000b273628f1289fdc75e1906f24d27,0.007207207207207207
Dance The Night (From Barbie The Album),Dua Lipa,18,41,43.888888888888886,95.33333333333333,18,single,False,https://i.scdn.co/image/ab67616d0000b2737dd3ba455ee3390cb55b0192,0.032432432432432434
Like Crazy (Instrumental),Jimin,6,41,46.0,68.0,6,single,False,https://i.scdn.co/image/ab67616d0000b273f9638e7ed5b7d42e9c514195,0.010810810810810811
WAY 4 LUV,PLAVE,12,41,46.5,59.166666666666664,12,single,False,https://i.scdn.co/image/ab67616d0000b273fcdc5e626e66249ead948655,0.021621621621621623
Click Like (Prod. Crush) (Feat. Paul Blanco),Various Artists,4,41,43.75,56.75,4,single,False,https://i.scdn.co/image/ab67616d0000b2734c0f17fbae890e66fe861b29,0.007207207207207207
BAHAMA,aespa,1,41,41.0,56.0,1,album,False,https://i.scdn.co/image/ab67616d0000b273090cfa22962b115ac530674c,0.0018018018018018018
Camp,Beenzino,2,41,41.0,40.0,2,album,True,https://i.scdn.co/image/ab67616d0000b273ec4d37775e78943aa8bfe275,0.0036036036036036037
Combo,RIIZE,2,41,41.0,38.0,2,album,False,https://i.scdn.co/image/ab67616d0000b2734bccc4c57510ca441c1e2214,0.0036036036036036037
What The Hell,E SENS,1,41,41.0,37.0,1,album,False,https://i.scdn.co/image/ab67616d0000b273a1b5984b009eb28b35034efb,0.0018018018018018018
i like the way you kiss me,Artemas,2,42,46.0,98.0,2,single,False,https://i.scdn.co/image/ab67616d0000b273e67611dbbf69a90d0b6cb738,0.0036036036036036037
Water,Tyla,2,42,42.0,93.0,2,single,False,https://i.scdn.co/image/ab67616d0000b273d20231861e86a6f74ef2393e,0.0036036036036036037
FE!N (feat. Playboi Carti),Travis Scott,3,42,45.333333333333336,90.0,3,album,True,https://i.scdn.co/image/ab67616d0000b273881d8d8378cd01099babcd44,0.005405405405405406
euphoria,Kendrick Lamar,3,42,46.666666666666664,81.0,3,single,True,https://i.scdn.co/image/ab67616d0000b2737587213b1be294ac4000f648,0.005405405405405406
Popular (with Playboi Carti & Madonna),The Weeknd & Playboi Carti & Madonna,1,42,42.0,75.0,1,single,True,https://i.scdn.co/image/ab67616d0000b273eac1ac267dc90bc625535a57,0.0018018018018018018
Teddy Bear,STAYC,13,42,46.69230769230769,73.92307692307692,13,single,False,https://i.scdn.co/image/ab67616d0000b273ebbb6b66adf9f2392bb86733,0.023423423423423424
Trust in me,Lim Young Woong,25,42,46.0,57.8,25,single,False,https://i.scdn.co/image/ab67616d0000b273e76a3b26a23718f8772bb6fa,0.04504504504504504
Shxtty Game,DAY6,3,42,46.666666666666664,50.0,3,album,False,https://i.scdn.co/image/ab67616d0000b273d746b397d3dd7ddd4d462065,0.005405405405405406
PALISADE,YANGHONGWON,2,42,45.5,37.0,2,album,False,https://i.scdn.co/image/ab67616d0000b273e6afcaf89f82b98a86815f01,0.0036036036036036037
SIRENS,Travis Scott,1,42,42.0,0.0,1,album,True,https://i.scdn.co/image/ab67616d0000b273881d8d8378cd01099babcd44,0.0018018018018018018
Saturn,SZA,9,43,46.44444444444444,90.22222222222223,9,single,False,https://i.scdn.co/image/ab67616d0000b273d70916ee9e40c90380ba5f07,0.016216216216216217
Fighting (Feat. Lee Young Ji),BSS,18,43,45.77777777777778,78.0,18,single,False,https://i.scdn.co/image/ab67616d0000b2731869a85947a5ea00df8c936f,0.032432432432432434
Cream Soda,EXO,2,43,44.5,75.5,2,album,False,https://i.scdn.co/image/ab67616d0000b2730be5467d9b60d8f46af0e388,0.0036036036036036037
Dare to Love (feat. BIG Naughty),B.I,8,43,46.625,63.75,8,album,False,https://i.scdn.co/image/ab67616d0000b27316ec5264f7c472cfdc2c1b9d,0.014414414414414415
"무제(無題) (Untitled, 2014)",G-DRAGON,2,43,46.5,59.5,2,single,False,https://i.scdn.co/image/ab67616d0000b2732d56768bc14df3b0b3982efd,0.0036036036036036037
FOREVER,BABYMONSTER,7,43,46.285714285714285,58.285714285714285,7,single,False,https://i.scdn.co/image/ab67616d0000b2739ccdba01c6d3b58d2dc1ab3e,0.012612612612612612
OMG (FRNK Remix),NewJeans,2,43,46.5,56.5,2,album,False,https://i.scdn.co/image/ab67616d0000b273782a8cae588fee29eefec8b6,0.0036036036036036037
예뻤어,DAY6,2,43,43.5,49.0,2,album,False,https://i.scdn.co/image/ab67616d0000b273b3773dc742bde1298ea9399f,0.0036036036036036037
GOD'S COUNTRY,Travis Scott,1,43,43.0,0.0,1,album,True,https://i.scdn.co/image/ab67616d0000b273881d8d8378cd01099babcd44,0.0018018018018018018
Snooze (Acoustic) (feat. Justin Bieber),SZA & Justin Bieber,1,43,43.0,0.0,1,single,True,https://i.scdn.co/image/ab67616d0000b2734f68e7b4b983953a0f188447,0.0018018018018018018
"So Long, London",Taylor Swift,2,44,44.0,81.5,2,album,False,https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33,0.0036036036036036037
Summer (Feat. BE’O),Paul Blanco,23,44,47.34782608695652,66.91304347826087,23,single,True,https://i.scdn.co/image/ab67616d0000b2735a68d5809c1367b2a1f4b90b,0.04144144144144144
Spark - WINTER Solo,aespa,1,44,44.0,64.0,1,single,False,https://i.scdn.co/image/ab67616d0000b273253096eda3b7826c11c7fab8,0.0018018018018018018
LALALI,SEVENTEEN,1,44,44.0,61.0,1,album,False,https://i.scdn.co/image/ab67616d0000b2736c498180e56f57e7d7bcdb86,0.0018018018018018018
Discord,QWER,5,44,48.2,58.4,5,single,False,https://i.scdn.co/image/ab67616d0000b273351111222cac1ac5a566b24f,0.009009009009009009
Bubble Gum (Instrumental),NewJeans,1,44,44.0,52.0,1,single,False,https://i.scdn.co/image/ab67616d0000b273b657fbb27b17e7bd4691c2b2,0.0018018018018018018
G.O.A.T,TAEMIN,1,44,44.0,52.0,1,single,False,https://i.scdn.co/image/ab67616d0000b273f2dff4b6f58682692c0b0beb,0.0018018018018018018
Slow Dancing (FRNK Remix),V,2,44,44.0,0.0,2,single,False,https://i.scdn.co/image/ab67616d0000b273501553b73780cd9b5993b1f8,0.0036036036036036037
Spicy,aespa & Nitepunk,1,44,44.0,0.0,1,single,False,https://i.scdn.co/image/ab67616d0000b27324936098cb2874153291a3f9,0.0018018018018018018
