song,artist,total_reentries,average_gap_days,longest_gap_days,best_reentry_position,average_reentry_position,highest_momentum_score,average_momentum_score,normalized_frequency,chart_strength,fandom_intensity_score,fandom_category,reentry_strength,sustainability_score,average_momentum_score_normalized,fandom_intensity_score_normalized,sustainability_score_normalized,overall_performance_score,overall_rank,performance_balance
My Love Mine All Mine,Mitski,10,3.3,5.0,41,46.4,0.001968503937007874,0.0006811023622047244,0.3225806451612903,0.09200000000000003,0.15683658877317755,Low,0.2,0.14302458407416815,0.005022980958634275,0.33532114086250203,0.3431272357024674,0.23896382608532957,84,0.3381042547438331
Please Don't Change (feat. DJ Snake),Jung Kook,10,4.0,8.0,36,46.5,0.002952755905511811,0.0007874015748031496,0.3225806451612903,0.09,0.15626847853695708,Low,0.3,0.14240913131826266,0.005909389363099147,0.3339398071635552,0.34144062245715495,0.23815596717617826,85,0.3355312330940558
"yes, and?",Ariana Grande,3,8.333333333333334,20.0,29,34.666666666666664,0.01653543307086614,0.006325459317585301,0.0967741935483871,0.3266666666666667,0.13860731521463046,Low,0.44,0.14209340868681739,0.052090172904355435,0.2909975074049096,0.340575402556958,0.23667757035796028,86,0.2884852296526026
Super Shy,NewJeans,6,5.833333333333333,25.0,31,39.333333333333336,0.001968503937007874,0.0012204724409448817,0.1935483870967742,0.23333333333333328,0.14778549657099313,Low,0.4,0.14397192236051137,0.009520682862770847,0.31331382982665457,0.3457233623526556,0.23351922212158982,87,0.33620267948988475
Time of Our Life -Japanese ver.- - Japanese ver.,DAY6,9,17.11111111111111,72.0,37,45.666666666666664,0.011338582677165355,0.0023797025371828525,0.2903225806451613,0.10666666666666672,0.1488429430192194,Low,0.28,0.13705297321705756,0.01918727657401328,0.315884961837027,0.3267623760592022,0.23068275123588422,88,0.30757509948518896
Yes or No,Jung Kook,3,3.0,5.0,27,34.0,0.0018897637795275589,0.0014960629921259843,0.0967741935483871,0.34,0.14115849631699265,Low,0.48,0.14485718821437643,0.011818778726198294,0.29720058596982696,0.3481493830348684,0.22941812276950285,89,0.3363306043086701
MILLION DOLLAR BABY,Tommy Richman,3,2.3333333333333335,3.0,24,34.0,0.0021259842519685043,0.0013517060367454071,0.0967741935483871,0.34,0.1411151892303785,Low,0.54,0.14481027220387774,0.010615014226307729,0.29709528679665714,0.3480208123786076,0.228975138979235,90,0.3374057981522999
Like Crazy (Deep House Remix),Jimin,9,3.6666666666666665,8.0,43,45.666666666666664,0.0025196850393700786,0.0008573928258967629,0.2903225806451613,0.10666666666666672,0.1483862501058336,Low,0.16,0.1365582225608896,0.006493032756985482,0.31477453419268986,0.3254065400477244,0.22601128581124064,91,0.3189135072907389
If I have you only (My love X Nerd Connection),Nerd Connection,9,17.444444444444443,129.0,42,46.44444444444444,0.025393700787401576,0.0033377077865266846,0.2903225806451613,0.09111111111111114,0.1444636779273559,Low,0.18,0.13230876936753877,0.0271758955278325,0.30523698181072584,0.31376115545488786,0.22480211670131453,92,0.28658525992705536
Drama,aespa,8,15.125,88.0,32,44.375,0.013858267716535434,0.0024704724409448818,0.25806451612903225,0.1325,0.14371694818389635,Low,0.38,0.1341879841884684,0.019944189100459617,0.30342134306161817,0.31891103670467463,0.22379958964834035,93,0.298966847604215
Promise,Jimin,9,3.3333333333333335,8.0,42,45.888888888888886,0.0018897637795275589,0.0006386701662292213,0.2903225806451613,0.10222222222222228,0.14698729997459997,Low,0.18,0.1350426932520532,0.004669147151090684,0.31137305181089875,0.3212533182424505,0.22281997366399942,94,0.31658417109135983
Cosmic,Red Velvet,1,2.0,2.0,31,31.0,0.0015748031496062992,0.0015748031496062992,0.03225806451612903,0.4,0.1333756667513335,Low,0.4,0.1418021336042672,0.012475377544320421,0.27827699673171125,0.3397771797729267,0.2200615750399194,95,0.3273018022286063
Love 119,RIIZE,3,2.3333333333333335,3.0,26,35.333333333333336,0.001968503937007874,0.0012467191601049869,0.0967741935483871,0.3133333333333333,0.13308369316738633,Low,0.5,0.13610948480230292,0.009739549135478223,0.27756707649969486,0.32417679976296354,0.2135322214325739,96,0.31443725062748534
T.B.H,QWER,8,6.125,22.0,37,44.875,0.002755905511811024,0.0009694881889763781,0.25806451612903225,0.1225,0.1402666529083058,Low,0.28,0.1304501643065786,0.007427774130006568,0.29503211007191216,0.30866775407916724,0.21352328469187976,97,0.3012399799491607
Cupido,Engel Montaz & Kuv507 & Latinnites Music,1,2.0,2.0,32,32.0,0.0014960629921259843,0.0014960629921259843,0.03225806451612903,0.38,0.1273520447040894,Low,0.38,0.1352765430530861,0.011818778726198294,0.26363083900898954,0.3218941703111937,0.20847938687992362,98,0.3100753915849954
Boom Boom Bass,RIIZE,4,2.0,2.0,25,37.75,0.002047244094488189,0.0010433070866141731,0.12903225806451613,0.265,0.13142589535179072,Low,0.52,0.13162536512573025,0.00804333552199606,0.2735362179748468,0.3118883250303314,0.20731159070841118,99,0.3038449895083354
Get A Guitar,RIIZE,8,6.25,20.0,38,45.75,0.002047244094488189,0.0008316929133858268,0.25806451612903225,0.105,0.13497531432562868,Low,0.26,0.12471788084201169,0.006278726198292844,0.2821664656409724,0.29295875753239004,0.20317744597016468,100,0.2866800313340972
FRI(END)S,V,6,2.3333333333333335,3.0,10,42.0,0.003228346456692913,0.000748031496062992,0.1935483870967742,0.18,0.13164376428752858,Low,0.82,0.12648504572009145,0.005581089954038082,0.2740659561906032,0.29780157229180254,0.20182796195505343,101,0.29222048233776443
Love Letter,Lim Young Woong,9,3.6666666666666665,7.0,43,48.0,0.0012598425196850393,0.00041557305336832894,0.2903225806451613,0.06,0.13425370417407503,Low,0.16,0.12124796446815117,0.002808783833077989,0.2804119040149144,0.283449649221275,0.1981941787825897,102,0.28064086538819705
Love wins all,IU,3,2.0,2.0,28,36.666666666666664,0.0018110236220472442,0.0011286089238845144,0.0967741935483871,0.28666666666666674,0.1250482600965202,Low,0.46,0.12740443230886464,0.008754650908295032,0.2580292935506263,0.3003210989058414,0.1980490326322522,103,0.2915664479975464
Young Man,HYUKOH & 落日飛車 Sunset Rollercoaster,1,2.0,2.0,33,33.0,0.0014173228346456691,0.0014173228346456691,0.03225806451612903,0.36,0.12132842265684532,Low,0.36,0.128750952501905,0.011162179908076164,0.24898468128626797,0.3040111608494607,0.1968971987199279,104,0.29284898094138456
Seven (feat. Latto) (Alesso Remix),Jung Kook & Latto,2,4.0,6.0,24,35.0,0.0021259842519685043,0.0016535433070866143,0.06451612903225806,0.32,0.12230251460502921,Low,0.54,0.12711804673609348,0.01313197636244255,0.2513531406945175,0.2995362755450433,0.19675088859257903,105,0.28640429918260074
"Angel Pt. 1 (feat. Jimin of BTS, JVKE & Muni Long) - Trailer Version",Fast & Furious: The Fast Saga & Jimin & BTS,4,37.0,102.0,35,43.0,0.06425196850393701,0.016811023622047245,0.12903225806451613,0.16,0.10465621031242063,Low,0.32,0.102624872999746,0.13952724885095208,0.2084469699776926,0.23241412709892392,0.1961595586321014,106,0.09288687824797184
Welcome to the Show,DAY6,6,26.833333333333332,141.0,36,44.833333333333336,0.03885826771653544,0.007198162729658793,0.1935483870967742,0.12333333333333328,0.1165788036576073,Low,0.3,0.1101646717043434,0.05936747647187569,0.2374362029056395,0.2530765162752526,0.18948969465487492,107,0.19370903980337695
Armageddon,aespa & Grimes & Flava D,1,15.0,15.0,36,36.0,0.008858267716535433,0.008858267716535433,0.03225806451612903,0.3,0.10556070612141225,Low,0.3,0.11166925958851917,0.07321076822061721,0.21064620960032013,0.2571997537290421,0.18570931763146192,108,0.18398898550842485
Like Crazy (UK Garage Remix),Jimin,8,3.625,8.0,42,47.25,0.002204724409448819,0.000610236220472441,0.25806451612903225,0.075,0.12590887731775463,Low,0.18,0.11489590741681484,0.004432042022324361,0.26012184442155234,0.2660421984381493,0.18548702760759286,109,0.26161015641582497
"If I’m S, Can You Be My N?",TWS,1,2.0,2.0,34,34.0,0.0013385826771653544,0.0013385826771653544,0.03225806451612903,0.34,0.11530480060960123,Low,0.34,0.12222536195072392,0.010505581089954039,0.23433852356354634,0.28612815138772785,0.18531501055993216,110,0.2756225702977738
Snowman,Sia,1,2.0,2.0,34,34.0,0.0013385826771653544,0.0013385826771653544,0.03225806451612903,0.34,0.11530480060960123,Low,0.34,0.12222536195072392,0.010505581089954039,0.23433852356354634,0.28612815138772785,0.18531501055993216,111,0.2756225702977738
double take,Dhruv,6,3.8333333333333335,10.0,39,44.0,0.003937007874015748,0.0012073490813648293,0.1935483870967742,0.14,0.11978155956311914,Low,0.24,0.11363432393531454,0.009411249726417159,0.24522355539415858,0.26258490071781465,0.18055633455711578,112,0.2531736509913975
Seven (feat. Latto) (Summer Mix),Jung Kook & Latto,1,5.0,5.0,35,35.0,0.0031496062992125984,0.0031496062992125984,0.03225806451612903,0.32,0.1098481076962154,Low,0.32,0.11631394462788926,0.025607353906762966,0.22107082774413966,0.2699282486988638,0.17953188292708008,113,0.2443208947921008
VIBE (feat. Jimin of BTS),TAEYANG,7,16.571428571428573,98.0,43,46.142857142857146,0.003858267716535433,0.0010348706411698538,0.22580645161290322,0.09714285714285709,0.11977589898036937,Low,0.16,0.1109400195943249,0.007972985648625834,0.24520979194965536,0.25520131303409377,0.17753578243889995,114,0.24722832738546793
한 페이지가 될 수 있게,DAY6,1,2.0,2.0,35,35.0,0.0012598425196850393,0.0012598425196850393,0.03225806451612903,0.32,0.10928117856235713,Low,0.32,0.11569977139954281,0.00984898227183191,0.21969236584082466,0.2682451419259948,0.17373282239993637,115,0.2583961596541629
Hate You,Jung Kook,6,2.5,3.0,39,44.5,0.0009448818897637794,0.0006233595800524934,0.1935483870967742,0.13,0.11660636271272544,Low,0.24,0.11019452734738804,0.004541475158678048,0.23750321147038406,0.2531583339656005,0.173093983450198,116,0.24861685880692244
AK47,Men's Tear & 뷰티풀너드,2,2.0,2.0,35,37.5,0.0012598425196850393,0.001062992125984252,0.06451612903225806,0.27,0.1071253492506985,Low,0.32,0.11067611760223521,0.008207485226526593,0.21445056682452274,0.2544781046463631,0.166587280582768,117,0.24627061941983652
Who (Acoustic Remix),Jimin,5,6.8,24.0,36,43.4,0.0011811023622047244,0.0008661417322834645,0.16129032258064516,0.15200000000000002,0.1103759715519431,Low,0.3,0.10613310896621793,0.006565988181221274,0.22235430423494126,0.24202824807239723,0.16450368976193486,118,0.23546225989117595
SPOT!,ZICO & JENNIE,2,45.0,88.0,36,40.5,0.02078740157480315,0.010984251968503937,0.06451612903225806,0.21,0.0921017272034544,Low,0.3,0.0944005270510541,0.09093893630991465,0.1779213263866758,0.20987577516533495,0.16301066643617815,119,0.11893683885542031
Who (Rock Remix),Jimin,5,6.0,14.0,35,43.6,0.0014173228346456691,0.0010078740157480315,0.16129032258064516,0.14799999999999996,0.10921849123698246,Low,0.32,0.10487917195834391,0.007747866053841104,0.21953994451567313,0.2385919050777897,0.1626705071738643,120,0.23084403902394862
People Pt.2 (feat. IU),Agust D,2,14.5,25.0,35,40.0,0.015748031496062992,0.008346456692913385,0.06451612903225806,0.22,0.09431038862077724,Low,0.32,0.09679324358648718,0.06894287590282337,0.18329158421834044,0.21643287863463706,0.1605864247693891,121,0.14749000273181367
Please Please Please,Sabrina Carpenter,5,6.6,13.0,33,44.0,0.0056692913385826766,0.0017952755905511811,0.16129032258064516,0.14,0.10705471170942343,Low,0.36,0.10253507747015495,0.014313854235062378,0.21427881491802103,0.23216804756133977,0.160550558138295,122,0.2178541933262774
Memories,RIIZE,4,2.75,4.0,24,42.0,0.003188976377952756,0.0010531496062992126,0.12903225806451613,0.18,0.10592884810769622,Low,0.54,0.10400356394462788,0.008125410374261326,0.21154132977107154,0.23619235115677045,0.15914441143702307,123,0.22806694078250914
Melt Down,DAY6,4,2.25,3.0,40,42.25,0.001062992125984252,0.0007775590551181102,0.12903225806451613,0.175,0.10434617094234189,Low,0.22,0.10228899701549403,0.0058273145108338805,0.20769312362431722,0.2314936780825112,0.1554635749506401,124,0.22566636357167733
Not Like Us,Kendrick Lamar,5,7.8,21.0,40,44.8,0.003464566929133858,0.0017086614173228345,0.16129032258064516,0.12400000000000005,0.10222872745745493,Low,0.22,0.09730692786385575,0.013591595535128035,0.20254465796605228,0.2178406011572926,0.1512123193537091,125,0.20424900562216455
Holssi,IU,2,2.5,3.0,30,39.0,0.001653543307086614,0.0010039370078740158,0.06451612903225806,0.24,0.09810763271526542,Low,0.42,0.10090692468884936,0.007715036112934998,0.19252440717491884,0.22770618754041574,0.14939521898424757,126,0.21999115142748074
3D (Justin Timberlake Remix),Jung Kook & Justin Timberlake,1,6.0,6.0,38,38.0,0.0030708661417322837,0.0030708661417322837,0.03225806451612903,0.26,0.0918244856489713,Low,0.26,0.09678835407670816,0.024950755088640843,0.17724722640125098,0.21641947921140392,0.14526857349102146,127,0.19146872412276308
Lilith (feat. SUGA of BTS) (Diablo IV Anthem),Halsey & SUGA,6,4.166666666666667,11.0,41,47.0,0.0011811023622047244,0.000583989501312336,0.1935483870967742,0.08,0.10159455168910338,Low,0.2,0.09393173207179747,0.004213175749616984,0.20100268898885615,0.20859106920900708,0.1446217680941372,128,0.2043778934593901
Fry’s Dream,AKMU,2,7.0,11.0,39,40.0,0.004330708661417323,0.002874015748031496,0.06451612903225806,0.22,0.09266865633731268,Low,0.24,0.09501470027940057,0.02330925804333552,0.17929978828999082,0.21155888193820396,0.14379331199286882,129,0.18824962389486843
A Psalm of Life,Lim Young Woong,6,25.333333333333332,132.0,45,47.333333333333336,0.0051968503937007875,0.0014829396325459316,0.1935483870967742,0.07333333333333329,0.09986423672847346,Low,0.12,0.09205722419778171,0.011709345589844605,0.19679550838811358,0.20345408707931317,0.1436001620905527,130,0.19174474148946857
Sudden Shower,ECLIPSE,4,3.25,5.0,38,43.5,0.0015354330708661418,0.0007775590551181103,0.12903225806451613,0.15,0.0968461709423419,Low,0.26,0.09416399701549404,0.005827314510833881,0.18945722136171284,0.2092275780664319,0.14128787415310082,131,0.20340026355559804
Father,Lim Young Woong,5,4.8,10.0,42,45.6,0.001968503937007874,0.0008346456692913385,0.16129032258064516,0.10799999999999997,0.09716652273304545,Low,0.18,0.09182287274574547,0.0063033486539724225,0.19023614188770221,0.20281186026454978,0.1394578053494799,132,0.19650851161057736
You & Me,JENNIE,6,6.833333333333333,18.0,46,47.666666666666664,0.002559055118110236,0.0007677165354330709,0.1935483870967742,0.06666666666666671,0.09764966979933962,Low,0.1,0.0896581100245534,0.0057452396585686155,0.19141089157828947,0.19687945124779377,0.1376251918866997,133,0.19113421158922517
Shot Glass of Tears,Jung Kook,5,15.8,62.0,44,47.2,0.01708661417322835,0.003677165354330709,0.16129032258064516,0.07599999999999994,0.08841927863855727,Low,0.14,0.08234669164338326,0.030006565988181223,0.1689676234378049,0.1768429253481587,0.1300356618715416,134,0.1468363593599775
STUPID IN LOVE (feat. HUH YUNJIN of LE SSERAFIM),MAX,3,11.333333333333334,16.0,32,43.0,0.0018897637795275589,0.001548556430446194,0.0967741935483871,0.16,0.0871742443484887,Low,0.38,0.0863742485818305,0.012256511271613044,0.16594038028750066,0.18788021588501044,0.12751416204186278,135,0.1756237046133974
Lucky Girl Syndrome,ILLIT,4,6.25,17.0,43,45.0,0.004685039370078741,0.001614173228346457,0.12903225806451613,0.12,0.08809715519431038,Low,0.16,0.08468589662179324,0.012803676953381487,0.1681843952183676,0.1832533834413756,0.12684432561692455,136,0.1704497064879941
My You,Jung Kook,6,10.833333333333334,50.0,47,48.833333333333336,0.007874015748031496,0.0014829396325459316,0.1935483870967742,0.043333333333333286,0.09086423672847345,Low,0.08,0.0823072241977817,0.011709345589844605,0.17491242567298826,0.17673476706001798,0.12658932113350554,137,0.16502542147017338
"Yes or No (Feat. 허윤진 of LE SSERAFIM, Crush)",GroovyRoom & HUH YUNJIN,2,2.0,2.0,41,41.0,0.0007874015748031496,0.0007874015748031496,0.06451612903225806,0.2,0.08604267208534416,Low,0.2,0.08783655067310135,0.005909389363099147,0.16318901479499698,0.19188757153029767,0.12604962202278286,138,0.18597818216719852
Talk Saxy,RIIZE,6,12.5,34.0,46,48.833333333333336,0.002677165354330709,0.0009776902887139109,0.1935483870967742,0.043333333333333286,0.09071266192532383,Low,0.1,0.08214301816103631,0.007496169840227622,0.1745438785668936,0.17628476976310511,0.12503887786756782,139,0.16878859992287748
Nest,Lim Young Woong,6,5.166666666666667,11.0,46,49.0,0.0004330708661417323,0.0003083989501312336,0.1935483870967742,0.04,0.08951187452374905,Low,0.1,0.08084216514266362,0.0019150798861895383,0.17162421967445568,0.17271985611223684,0.12109495049119923,140,0.1708047762260473
Lovely Touch,Lim Young Woong,5,32.0,138.0,44,48.0,0.010866141732283466,0.002897637795275591,0.16129032258064516,0.06,0.08338542037084075,Low,0.14,0.07689334518669037,0.02350623768877216,0.15672803045462066,0.16189833979405957,0.11857110089366972,141,0.1383921021052874
Guess featuring Billie Eilish,Charli xcx & Billie Eilish,1,3.0,3.0,40,40.0,0.0012992125984251969,0.0012992125984251969,0.03225806451612903,0.22,0.07929298958597918,Low,0.22,0.08321256667513335,0.010177281680892976,0.14677747474672614,0.17921580658611236,0.11715083297076136,142,0.1690385249052194
The Planet,BTS,3,7.333333333333333,12.0,42,44.0,0.002362204724409449,0.0017585301837270341,0.0967741935483871,0.14,0.08123723647447295,Low,0.18,0.07994249005164678,0.014007441453272053,0.15150482091111883,0.17025434773579912,0.1168179414624029,143,0.15624690628252708
녹아내려요 Melt Down,DAY6,1,2.0,2.0,40,40.0,0.0008661417322834645,0.0008661417322834645,0.03225806451612903,0.22,0.07916306832613666,Low,0.22,0.08307181864363729,0.006565988181221274,0.14646157722721648,0.17883009461732988,0.1158218815999576,144,0.1722641064361086
Seven (feat. Latto) (Band Ver.),Jung Kook & Latto,3,3.6666666666666665,5.0,34,44.0,0.003346456692913386,0.001272965879265092,0.0967741935483871,0.14,0.08109156718313436,Low,0.34,0.07978468165269664,0.0099584154081856,0.1511506327831837,0.1698218828011036,0.11532790507695623,145,0.159863467392918
Let's Say Goodbye,Parc Jae Jung,2,2.0,2.0,38,42.0,0.0010236220472440946,0.0007086614173228347,0.06451612903225806,0.18,0.08001905003810007,Low,0.26,0.08131096012192024,0.0052527905449770195,0.14854285707227532,0.17400456206856466,0.1144674338627871,146,0.16875177152358764
Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,5,15.2,64.0,46,48.2,0.010078740157480314,0.0022519685039370076,0.16129032258064516,0.055999999999999946,0.08199171958343915,Low,0.1,0.0753835026670053,0.018122127380170713,0.1533393116089713,0.15776070231075656,0.11432164308595597,147,0.13963857493058585
Dangerously,Charlie Puth,4,5.25,11.0,44,46.0,0.003031496062992126,0.001141732283464567,0.12903225806451613,0.1,0.08195542291084582,Low,0.14,0.07803235331470662,0.008864084044648722,0.15325105793245533,0.16501972673529489,0.11405399984710718,148,0.15615564269064616
Haegeum,Agust D,5,3.4,4.0,45,47.8,0.0006299212598425197,0.0004015748031496063,0.16129032258064516,0.06400000000000006,0.08383660147320297,Low,0.12,0.07738212471424945,0.0026920551543007224,0.15782505638600888,0.16323781226746784,0.11317962057500705,149,0.16054575711316713
NEMONEMO,YENA,5,3.2,6.0,44,47.8,0.0005511811023622047,0.0003622047244094488,0.16129032258064516,0.06400000000000006,0.08382479044958092,Low,0.14,0.0773693294386589,0.0023637557452396585,0.15779633842968982,0.1632027475430331,0.11305880681402491,150,0.16083899179779343
For Us,V,1,52.0,52.0,44,44.0,0.014330708661417325,0.014330708661417325,0.03225806451612903,0.14,0.05920243840487681,Low,0.14,0.061447802895605794,0.11884438608010509,0.09792823104800158,0.11957071032256762,0.11177794530373074,151,0.021642479274566043
Blue,V,4,15.25,54.0,43,46.75,0.010629921259842521,0.00297244094488189,0.12903225806451613,0.085,0.07800463550927102,Low,0.16,0.07375233362966727,0.024130006565988182,0.14364490154372908,0.15329057641186417,0.11116641925425408,152,0.12916056984587598
Bling-Bang-Bang-Born,Creepy Nuts,4,6.75,21.0,42,46.25,0.0024803149606299215,0.0009350393700787403,0.12903225806451613,0.095,0.08039341503683006,Low,0.18,0.07634017811785623,0.007140512147078137,0.14945310820925936,0.16038241692879648,0.11058458744244298,153,0.15324190478171834
Rainy Days,V,4,5.5,10.0,44,46.5,0.002204724409448819,0.0008464566929133858,0.12903225806451613,0.09,0.07886684023368047,Low,0.14,0.0746863887477775,0.006401838476690742,0.1457413123550206,0.15585030129560243,0.10747761632072528,154,0.1494484628189117
Teddy Bear,STAYC,4,2.5,3.0,45,46.5,0.0005905511811023622,0.00044291338582677165,0.12903225806451613,0.09,0.07874577724155449,Low,0.12,0.07455523717297435,0.003036769533814839,0.14544695330275023,0.15549088787014603,0.10623927527065813,155,0.15245411833633118
"Angel Pt. 2 (feat. Jimin of BTS, Charlie Puth and Muni Long)",Fast & Furious: The Fast Saga & Jimin & BTS,3,26.333333333333332,71.0,44,46.333333333333336,0.01956692913385827,0.0068241469816272965,0.0967741935483871,0.09333333333333328,0.06875692151384301,Low,0.14,0.06642214884429767,0.05624863208579558,0.12115951373397654,0.13320262224972484,0.10590133722003416,156,0.07695399016392926
Sweet Night,V,2,3.0,4.0,39,43.0,0.0018897637795275589,0.0011023622047244093,0.06451612903225806,0.16,0.07413716027432055,Low,0.24,0.07493891287782575,0.008535784635587655,0.13424131482538243,0.1565423293000489,0.10433501083457726,157,0.14800654466446125
Rockstar,LISA,1,2.0,2.0,41,41.0,0.0007874015748031496,0.0007874015748031496,0.03225806451612903,0.2,0.07313944627889256,Low,0.2,0.07654622809245619,0.005909389363099147,0.1318154195044948,0.1609470851555969,0.10423969343996183,158,0.15503769579249774
Come back to me,RM,1,10.0,10.0,42,42.0,0.003543307086614173,0.003543307086614173,0.03225806451612903,0.18,0.06796621793243586,Low,0.18,0.07094189738379476,0.028890347997373604,0.1192369546367456,0.14558873585316737,0.1013560960706816,159,0.11669838785579376
"무제(無題) (Untitled, 2014)",G-DRAGON,1,22.0,22.0,43,43.0,0.006929133858267717,0.006929133858267717,0.03225806451612903,0.16,0.06298196596393192,Low,0.16,0.06554229108458216,0.05712409717662509,0.10711797707010141,0.13079142214169417,0.10040551887711598,160,0.07366732496506909
FLOWER,JISOO,3,9.0,23.0,44,45.666666666666664,0.005433070866141732,0.002073490813648294,0.0967741935483871,0.10666666666666672,0.07133172466344934,Low,0.14,0.06921151892303787,0.01663383672576056,0.12742002821153214,0.14084673217650492,0.09888351715354113,161,0.12421289545074436
アイドル,YOASOBI,3,9.0,19.0,44,45.666666666666664,0.0022440944881889765,0.0014435695538057743,0.0967741935483871,0.10666666666666672,0.07114274828549659,Low,0.14,0.06900679451358904,0.011381046180783541,0.12696054091042716,0.14028569658554857,0.09695049697782657,162,0.12890465040476504
Last Christmas - Single Version,Wham!,1,4.0,4.0,42,42.0,0.0014173228346456691,0.0014173228346456691,0.03225806451612903,0.18,0.06732842265684531,Low,0.18,0.070250952501905,0.011162179908076164,0.11768618499551627,0.14369524073368975,0.09483215297764495,163,0.13253306082561359
Dance The Night (From Barbie The Album),Dua Lipa,3,18.333333333333332,47.0,45,47.0,0.011102362204724409,0.004120734908136483,0.0967741935483871,0.08,0.06394589789179579,Low,0.12,0.06121020658707983,0.03370540599693587,0.109461732860012,0.11891959116329498,0.0900450852072382,164,0.08521418516635912
Sugarcoat (NATTY Solo),KISS OF LIFE,3,3.0,4.0,44,46.333333333333336,0.0007874015748031496,0.0005249343832020997,0.0967741935483871,0.09333333333333328,0.06686715773431545,Low,0.14,0.06437490474980949,0.0037207266360253883,0.11656464072292662,0.12759226634016155,0.08657113546288847,165,0.12387153970413615
HERO,Lim Young Woong,4,3.5,6.0,46,48.25,0.0003937007874015748,0.0002952755905511811,0.12903225806451613,0.055,0.06820148590297181,Low,0.1,0.06313225488950977,0.0018056467498358503,0.11980899779890761,0.12418685513100457,0.08594024255042002,166,0.12238120838116871
Broken Melodies,NCT DREAM,1,20.0,20.0,44,44.0,0.005511811023622048,0.005511811023622048,0.03225806451612903,0.14,0.05655676911353823,Low,0.14,0.058581661163322335,0.0453053184504268,0.09149540883253168,0.11171621204917903,0.08471566284372678,167,0.06641089359875224
CARNIVAL,¥$ & Kanye West & Ty Dolla $ign,3,7.333333333333333,13.0,42,46.666666666666664,0.002480314960629921,0.0010761154855643044,0.0967741935483871,0.08666666666666671,0.06503251206502414,Low,0.18,0.06238737194141056,0.00831691836288028,0.11210378484136571,0.12214554581129392,0.08448234123729495,168,0.11382862744841364
Spring Snow,10CM,3,3.0,4.0,44,46.666666666666664,0.0005905511811023622,0.0004330708661417323,0.0967741935483871,0.08666666666666671,0.06483959867919736,Low,0.14,0.06217838244009822,0.0029546946815495736,0.11163472488815436,0.1215728219788593,0.08250904980791965,169,0.11861812729730972
Like Crazy (Instrumental),Jimin,2,4.0,6.0,41,45.0,0.002362204724409449,0.0012598425196850393,0.06451612903225806,0.12,0.06218440436880874,Low,0.2,0.061990093980187955,0.00984898227183191,0.10517874303049166,0.1210568281720611,0.08213714460244304,170,0.1112078459002292
wherever u r (ft. V of BTS),UMI & V,2,4.0,6.0,41,45.0,0.002362204724409449,0.0012598425196850393,0.06451612903225806,0.12,0.06218440436880874,Low,0.2,0.061990093980187955,0.00984898227183191,0.10517874303049166,0.1210568281720611,0.08213714460244304,171,0.1112078459002292
Little Light,DOYOUNG,1,3.0,3.0,43,43.0,0.0009448818897637795,0.0009448818897637795,0.03225806451612903,0.16,0.061186690373380745,Low,0.16,0.06359740919481839,0.007222586999343402,0.102752847709604,0.12546158402760907,0.08204182720782759,172,0.11823899702826567
MANIAC,VIVIZ,4,5.0,11.0,48,48.75,0.0005905511811023622,0.00035433070866141734,0.12903225806451613,0.045,0.06521920243840489,Low,0.06,0.05990144780289561,0.002298095863427446,0.11255771382834444,0.11533301221122504,0.08045118287287754,173,0.1130349163477976
SOS,KANGDANIEL,3,4.0,8.0,45,47.0,0.0006299212598425197,0.0004724409448818897,0.0967741935483871,0.08,0.06285140970281941,Low,0.12,0.060024511049022095,0.0032829940906106366,0.10680053557444558,0.11567026003233959,0.078849676689558,174,0.11238726594172894
I Don’t Think That I Like Her,Charlie Puth,4,7.5,18.0,48,49.0,0.0014173228346456694,0.0005905511811023622,0.12903225806451613,0.04,0.06379006858013717,Low,0.06,0.05835321945643891,0.004267892317793828,0.10908284111373792,0.11109018055461779,0.07834092527926265,175,0.10682228823682396
Cupid - Twin Ver.,FIFTY FIFTY,3,6.333333333333333,11.0,43,47.333333333333336,0.0009448818897637795,0.0005905511811023622,0.0967741935483871,0.07333333333333329,0.06088684277368554,Low,0.16,0.05789623020912707,0.004267892317793828,0.1020237821733749,0.10983782753468938,0.07543193109316064,176,0.10556993521689555
Christmas Tree,V,1,9.0,9.0,44,44.0,0.0024803149606299215,0.0024803149606299215,0.03225806451612903,0.14,0.05564732029464059,Low,0.14,0.05759642494284989,0.020026263952724888,0.0892841261959639,0.10901622826770169,0.07541300324810042,177,0.0889899643149768
Candy (Feat. Zion.T),Jay Park,3,3.6666666666666665,4.0,45,47.333333333333336,0.0009448818897637794,0.0005249343832020996,0.0967741935483871,0.07333333333333329,0.06086715773431546,Low,0.12,0.05787490474980948,0.0037207266360253875,0.10197591891284312,0.1097793863272981,0.07523057482485704,178,0.1060586596912727
Kill Bill,SZA,3,2.6666666666666665,4.0,46,47.333333333333336,0.0006299212598425197,0.0003937007874015748,0.0967741935483871,0.07333333333333329,0.060827787655575304,Low,0.1,0.05783225383117432,0.0026263952724885093,0.10188019239177959,0.10966250391251552,0.07482786228824984,179,0.10703610864002701
Loving You,Lim Young Woong,3,5.333333333333333,12.0,46,47.666666666666664,0.002362204724409449,0.0009186351706036745,0.0967741935483871,0.06666666666666671,0.05898526797053595,Low,0.1,0.05583619083904835,0.007003720726636026,0.09740019120600595,0.10419240690069138,0.07265852555533486,180,0.09718868617405536
